@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute Class {'1','2','3','4','5','6','7'}
@data
0.185328569060029,-0.101875867762391,0.209624990926329,3.04118802024574,-0.0391761091205864,0.587496716406219,0.760658457997886,2.48243477876676,-1.28976532469359,-0.355443308242746,-1.4702101165507,'4'
-0.622183843028825,0.188155501816069,0.0462878041339244,-0.887522295297288,0.133963715957956,-1.21377945289229,-0.120417906359183,0.0724608842164582,0.689837283556617,-0.00309119813838075,-0.895061300027348,'4'
1.45427664519966,-0.00519874456957064,0.536299364511138,0.202643394356013,0.17724867222759,-0.284088526802738,-0.931935610372273,0.451171067645794,0.425890269123256,-0.443531335768836,-0.402076600150191,'4'
0.416046401085416,-0.488584360533672,-0.117049382658481,0.531750017647575,0.523528322384674,0.703708082167413,1.13163797983244,0.623312060113695,-0.0360170061351259,-0.795883445873201,-0.566404833442577,'4'
-0.737542759041518,0.38150974820171,-1.42374687699772,0.223212558311736,-0.0391761091205864,-0.284088526802738,-0.0276730259005437,0.382314670658649,-0.102003759743465,-0.179267253190563,-0.812897183381155,'4'
1.45427664519966,-0.585261483726492,0.781305144699744,-0.90809145925301,-0.0824610653902219,-0.400299892563932,-0.189976566703161,0.00360448722931311,0.161943254689897,-0.355443308242746,0.337400449665545,'4'
1.45427664519966,-0.101875867762391,0.61796795790734,-0.918376041230872,-0.55859558435621,-1.38809650153408,-1.72026709427071,-1.02924146757797,-1.35575207830193,0.613524994544257,1.15904161612747,'3'
2.03107122526312,-0.488584360533672,0.536299364511138,-0.352724032448499,-0.47202567181694,-1.0394624042505,-0.653700968996357,0.313458273671504,-0.365950774176827,0.349260911965984,-0.730733066734963,'3'
1.22355881317427,-0.971969976497772,0.291293584322531,-0.969798951120183,-0.255600890468763,-1.0975680871311,-1.44203245289479,-0.616103085655068,-0.102003759743465,1.23014118722689,0.17307221637316,'3'
-0.276107094990745,-1.16532422288341,0.536299364511138,-0.90809145925301,-0.0824610653902219,0.76181376504801,0.134630514902074,-0.891528673603687,2.27351937015679,0.261172884439893,1.48769808271224,'5'
1.68499447722504,1.34828098012991,2.33300841922759,2.74293514288776,-0.255600890468763,0.355073984883831,0.807030898227206,2.20700919081819,-1.42173883191028,1.58249329733126,-0.730733066734963,'3'
-0.276107094990745,-1.0686470996906,0.372962177718733,-0.90809145925301,-0.601880540625846,-0.400299892563932,-0.584142308652377,-0.822672276616542,0.359903515514917,0.525436967018167,0.666056916250317,'5'
-0.622183843028825,1.92834371928683,-2.40376999775214,-0.990368115075905,0.00410884714904892,-0.284088526802738,-0.885563170142953,-0.34067749770645,0.293916761906578,-1.14823555597757,-0.812897183381155,'4'
-0.737542759041518,3.66853193675759,1.18964811168075,-0.969798951120183,-0.731735409434752,-0.342194209683335,-1.44203245289479,-1.58009264347521,0.88779754438164,-0.883971473399292,1.81635454929702,'6'
0.646764233110803,0.57486399458735,0.699636551303542,-0.990368115075905,-0.55859558435621,-1.0394624042505,0.783844678112547,-0.719387681135786,-0.497924281393508,0.349260911965984,0.583892799604124,'4'
-0.391466011003438,0.28483262500889,-1.58708406379012,0.326058378090349,-0.0824610653902219,-0.0516657952803491,-0.0972316862445233,0.588883861620123,0.161943254689897,0.0849968293877105,-0.895061300027348,'3'
-0.506824927016131,0.28483262500889,0.372962177718733,-0.620123163872893,-0.342170803008034,-0.923251038489306,-0.816004509798974,-0.891528673603687,-0.167990513351806,-1.23632358350366,0.337400449665545,'5'
-0.0453892629653582,-0.198552990955211,0.699636551303542,-0.866953131341565,0.133963715957956,0.355073984883831,-0.35228010750578,-0.271821100719305,1.81161209489841,-0.091179225664472,-0.0734201335654194,'6'
0.877482065136189,3.76520905995041,-1.58708406379012,-0.90809145925301,1.21608762269884,-0.574616941205723,0.714286017768567,-0.0308237112642596,-0.959831556651892,0.173084856913802,-1.05938953331973,'3'
-0.276107094990745,-0.101875867762391,0.61796795790734,-0.94922978716446,0.263818584766861,-1.0975680871311,0.111444294787415,0.451171067645794,1.4816783268567,-0.179267253190563,-0.484240716796384,'4'
0.185328569060029,-0.295230114148032,-0.117049382658481,0.634595837426189,0.00410884714904892,1.22665922809279,2.49962496659736,0.588883861620123,0.359903515514917,0.0849968293877105,-0.155584250211612,'4'
0.0699696530473358,-0.391907237340852,0.127956397530126,-1.01093727903163,0.263818584766861,0.00643988760024795,0.204189175246053,-0.271821100719305,1.67963858768173,-0.443531335768836,-0.484240716796384,'4'
0.185328569060029,-0.00519874456957064,0.454630771114936,0.572888345559021,0.220533628497226,-0.167877161041543,0.0882580746727548,0.795453052581557,1.21773131242334,0.349260911965984,-0.0734201335654194,'4'
0.646764233110803,-0.101875867762391,1.18964811168075,-0.990368115075905,0.0473938034186843,-1.0394624042505,-0.120417906359183,-0.822672276616542,-0.0360170061351259,-0.00309119813838075,0.830385149542701,'4'
0.416046401085416,0.38150974820171,0.209624990926329,-0.805245639474397,-0.55859558435621,0.122651253361442,-0.537769868423057,-1.09809786456512,-0.629897788610189,1.93484540743563,1.40553396606605,'5'
1.91571230925043,-0.391907237340852,0.454630771114936,0.922564132806306,-0.0824610653902219,-0.865145355608709,0.111444294787415,1.24301963299804,0.029969747473216,0.349260911965984,-0.484240716796384,'4'
1.68499447722504,-1.35867846926905,0.0462878041339244,-0.990368115075905,-0.169030977929492,-1.62051923305647,-2.09124661610526,-0.134108306745015,1.81161209489841,-0.795883445873201,-0.319912483503998,'4'
0.646764233110803,-0.295230114148032,0.209624990926329,-0.794961057496536,0.17724867222759,-0.22598284392214,-0.862376950028294,-0.616103085655068,-0.0360170061351259,-0.443531335768836,0.17307221637316,'4'
-0.737542759041518,-1.55203271565469,0.0462878041339244,-0.90809145925301,-0.0391761091205864,0.471285350645025,-0.468211208079078,0.0380326857228856,1.4816783268567,0.173084856913802,-1.30588188325831,'4'
-1.19897842309229,-0.101875867762391,-1.09707250341291,1.85846109279168,-0.0824610653902219,-0.748933989847514,0.969334439029824,0.82988125107513,1.151744558815,-1.06014752845148,-0.319912483503998,'3'
0.531405317098109,-0.00519874456957064,0.781305144699744,-0.866953131341565,1.47579736031665,-0.807039672728112,-0.32909388739112,-1.1325260630587,-0.0360170061351259,-0.619707390821019,1.81635454929702,'3'
-0.391466011003438,1.05824961055145,-0.8520667232243,-0.105894064979827,0.220533628497226,-0.574616941205723,0.273747835590033,-0.134108306745015,0.293916761906578,-1.23632358350366,-0.484240716796384,'3'
0.185328569060029,0.47818687139453,-0.117049382658481,-0.969798951120183,0.307103541036496,0.180756936242039,0.0186994143287757,-1.09809786456512,-0.431937527785168,-1.85293977618629,0.50172868295793,'4'
