@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute Class {'1','2','3','4','5','6','7'}
@data
1.27908112793803,0.952266670217917,2.33552994691556,-0.193698361037687,-0.39860167703176,-0.114860876967719,-0.371009322256424,-0.135430891371051,0.588571068578115,0.557734783010859,0.709155378389077,0.467261810392931,-0.758171402937147,1.28373806127933,-1.41644342393512,0.696899284242618,-0.474903297459382,-0.437790256894782,'6'
-0.162019355343094,0.117516029760748,-0.365088384163076,-0.193698361037687,-0.607790059775907,-0.121436119993887,-0.59579539905869,-0.138779060469304,-0.948430814603748,-0.937511701710895,-0.957498689762266,-0.937568960012227,0.870066276870616,-0.838050311108467,0.550689894094484,-0.993552868172391,2.50472384238296,-0.491207904610815,'3'
1.059484863819,-1.43025078275358,-0.365088384163076,-0.193698361037687,-0.356762494325068,-0.10988776207303,-0.371008455222431,-0.126438074255367,2.24768034977844,2.2525586356876,2.18977657991181,2.28743386614973,-1.78300332594999,1.4586725058905,-0.690705100152483,2.19866221444784,-0.998408897507245,-0.605318851601203,'2'
-1.27372544244568,0.865313478503628,-0.365088384163076,-0.193698361037687,-0.0638998881016602,-0.0875257814214549,1.90896956396623,-0.0194828666298341,0.168948263127714,0.190259024264038,0.196926892162347,0.113000257598552,0.0559474369667346,0.324418844956393,-0.604762293094188,0.177356708721404,-0.702779992305915,-0.410857944450191,'6'
-0.875707213729939,1.28268879873221,-0.365088384163076,-0.193698361037687,-0.168494267743466,-0.0934240445609869,0.0625082519237432,-0.109623401358004,0.325943410653878,0.323310517367531,0.395702162936618,0.241267346898885,-0.288855766429536,0.730718724440233,-0.948533263499206,0.378970283336776,-0.545219459720406,-0.425982825210996,'6'
0.332072238924723,1.07400113861792,-0.365088384163076,-0.193698361037687,-0.126656591194637,-0.10333345451361,0.190957603817228,-0.109623401358004,0.319159597997557,0.354989494530702,0.349830948368372,0.24432129642089,0.0655252965443403,0.465495101710531,-0.853041188812316,0.332444075599621,-0.663511274970796,-0.381088747981793,'6'
0.99086103128181,1.83918922570366,-0.365088384163076,-0.193698361037687,-0.189412917748148,-0.0921231656113425,-0.354952719752742,-0.135013545100426,-0.507487675631426,-0.535189016764685,-0.60581936278197,-0.35731277880888,0.161303978521219,-1.0694155428312,1.6488469052252,-0.559308301397453,-0.40174316124094,2.59297269944875,'7'
-1.314899741968,-0.212906098753548,-0.365088384163076,-0.193698361037687,-0.565952383227078,-0.121661713494299,-0.515514409619597,-0.142764656625082,-0.830199914602143,-0.741102197258948,-0.870853057147665,-0.858165475351291,1.48304997944396,-0.950911377456759,0.130525470202487,-0.892746092496256,0.597743046354058,0.300300177892056,'1'
-1.6991932041763,-0.734625249039277,-0.365088384163076,-0.193698361037687,3.86884584942242,5.79819705783658,1.97319423991298,3.69175921240137,-0.413484371459491,-0.53835690877879,-0.315301708742419,-0.406176410934096,-0.796482927448392,0.313132646904091,0.264214099747423,-0.34218598311533,0.733943146847082,-0.694773065021288,'3'
-0.765909081670425,-0.665062695667847,2.33552994691556,-0.193698361037687,0.459071633567905,0.0548313161379445,0.447856596615527,0.0308051820904199,-0.410577056820027,-0.354618972383267,-0.371366539290059,-0.506957762135635,0.841332698137799,-0.0762380370762662,-0.709803377581508,-0.399051361051354,0.0431725000020889,-0.191904367604569,'1'
