@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute Class {'1','10','11','12','13','14','15','16','17','18','19','2','20','21','22','23','24','25','26','27','28','29','3','30','4','5','6','7','8','9'}
@data
-1.52546639758037,0.034015590406304,-0.37167916143102,-0.970434309499662,0.708242069148131,0.488559027370917,1.40065394723367,-0.847379810931096,-0.500075262219293,-0.0988841303481973,0.0658543119378086,-0.113556105258412,-0.131419929996582,-0.260102438083321,0.0221766857603148,'1'
-1.23668099937473,0.105015182764342,-0.351864173166202,-0.780233687816394,0.674832887440199,0.473347792996019,1.2294144318627,-0.832214515828761,-0.499060487297327,-0.755913444901157,-0.656750326944764,-0.694288018929729,-0.608175231599019,-0.723645938179396,-0.796848594897592,'1'
-0.947895601169093,0.227380267903382,-0.333857543053706,-0.632879335211238,0.640202482380019,0.488559027370917,1.27285640287628,-0.774793783090862,-0.494136664713875,-1.09688468842054,-1.29368136785127,-1.04550432776124,-0.945719496243852,-0.80940148569717,-1.22962346136661,'1'
-0.659110202963456,0.0869652525908316,-0.377258138709465,-0.818069295355539,0.623715967124668,0.488559027370917,1.31354015350804,-0.789829460286339,-0.495592938867293,-0.984191509754301,-1.13853174612823,-0.974112397462641,-0.901708408576115,-0.74450539568372,-0.982775421099009,'1'
-0.370324804757818,0.495200907366193,-0.257598695013181,-0.353509389814092,0.63523035873158,0.488559027370917,1.02834016602845,-0.775545566950636,-0.494212652599027,-1.20696420836616,-1.52711926501496,-1.13550759630469,-1.0139083488106,-0.841849530703896,-1.40289755155652,'1'
-0.0815394065521802,0.0485611458386809,-0.365907805625733,-0.873902381075466,0.727432721826317,0.488559027370917,1.44156754956391,-0.839913819496101,-0.499590478749463,-1.13608956922966,-1.2727980667916,-1.03641676025887,-0.907186183436048,-0.839531813203415,-1.40539390217501,'1'
0.207245991653458,0.483775685607428,-0.264447370568788,-0.353713906611602,0.658433602424295,0.458049637281837,1.08704428982139,-0.814430939007904,-0.497720599651547,-0.916764675738604,-0.847438197839511,-0.815552519681326,-0.69071963207456,-0.802448333195729,-1.06623218389918,'1'
0.496031389859096,0.287866736038019,-0.315004447423102,-0.62142639455074,0.706235773640866,0.473347792996019,1.27304028423507,-0.835921587964888,-0.499321154599557,-0.736032955696528,-0.671983759850705,-0.7045387950724,-0.653886318361218,-0.556770278144809,-0.84274041037714,'1'
0.784816788064733,0.533028952517061,-0.238668647971839,-0.290569345380731,0.682509148511474,0.488559027370917,1.10249032395955,-0.812408899660926,-0.497558043289639,-1.22623299021065,-1.61819205440073,-1.16487861447235,-1.04639722039365,-0.820990073199572,-1.41175446676457,'1'
1.07360218627037,0.895083668922961,-0.0190877974333526,0.355857122345496,0.633921905139885,0.473347792996019,0.611205303618747,-0.750295998694783,-0.491513639868187,-1.23276713701217,-1.58481348179291,-1.15448243724964,-1.03298611642623,-0.832578660701974,-1.5077442775329,'1'
