@relation data
@attribute V1 {'1','2','3'}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute Class {'10','11','12','6','7','8','9'}
@data
'3',-1.62254587002963,-1.60571936109336,-1.23949779596015,-1.2587081684497,-1.20078460290427,-1.22577682338004,-1.27387228288169,'7'
'1',0.0334493728024415,0.125103164168678,-0.0856395859150022,-0.285711406423586,-0.482504718729996,-0.342600856672549,-0.140841629573004,'9'
'3',-0.794548248613594,-0.489059667375916,-0.342052521480592,-0.632671492107315,-0.670080994214997,-0.603755040376376,-0.585960814801418,'10'
'2',-1.80654534145541,-1.7173853304651,-1.49591073152574,-1.3028863160057,-1.24653491399817,-1.31124546531947,-1.39526842430762,'7'
'2',-0.932547852182933,-1.21488846829225,-1.11129132817736,-0.987174188349387,-1.01092081186457,-0.950377866019638,-0.86921847812859,'8'
'3',-0.472549173618469,-0.433226682690044,-0.342052521480592,-0.646679197429951,-0.665505963105607,-0.617999814032949,-0.505030053850797,'9'
'3',-0.886547984326487,-0.656558621433533,-0.726671924828977,-0.869724966798062,-0.889682487465731,-0.917140060820969,-0.747822336702659,'10'
'3',-0.334549570049129,-0.321560713318299,-0.0856395859150022,-0.577718186610824,-0.660930931996217,-0.784188840026293,-0.302703151474246,'11'
'1',0.079449240658888,-0.0423957898889386,0.170773349650587,-0.269548669512853,-0.409304220979751,-0.0624536414266255,-0.181307010048315,'10'
'1',-0.518549041474915,-0.600725636747661,-0.983084860394566,-0.719950271425272,-0.889682487465731,-0.921888318706493,-0.343168531949556,'10'
'3',-0.242549834336236,-0.0982287745748109,-0.213846053697797,-0.312649301274807,-0.47564217206591,-0.423321240726459,0.101950653278858,'12'
'2',-1.57654600217318,-1.43822040703574,-1.36770426374295,-1.11863111522335,-1.22137224289653,-1.31124546531947,-0.9096838586039,'7'
'1',-0.794548248613594,-0.768224590805277,-0.983084860394566,-0.772748545333666,-0.79589434972323,-0.86016096619468,-0.788287717177969,'10'
'3',-1.48454626646029,-1.27072145297813,-1.49591073152574,-1.19405722080677,-1.21222218067775,-1.2780076601208,-1.03108000002983,'7'
'3',-0.702548512900701,-0.991556529548766,-0.983084860394566,-0.923600756500505,-0.87595739413756,-0.974119155447259,-0.9096838586039,'9'
'3',-1.57654600217318,-1.43822040703574,-1.11129132817736,-1.21560753668774,-1.21908472734183,-1.09757386047089,-1.23340690240638,'11'
'2',-1.34654666289095,-1.49405339172162,-0.983084860394566,-1.2587081684497,-1.28999770953738,-1.22102856549451,-1.15247614145576,'10'
'1',0.355448447797567,0.348435102912167,0.427186285216177,0.27998438545206,0.299825600975743,0.34589653672845,0.34474293613072,'12'
'1',0.217448844228228,0.0692701794828054,-0.0856395859150022,-0.0993011740531351,-0.201140305502493,0.307910473644257,-0.221772390523625,'9'
'1',0.815447126362031,0.795098980399145,0.683599220781767,0.758401398009749,0.690990760828613,1.17209340880965,0.628000599457892,'10'
'1',0.309448579941121,0.348435102912167,0.0425668818677929,0.256279037982985,0.0939492010531804,0.0989871266811951,0.587535218982582,'11'
'1',0.493448051366906,0.460101072283912,1.19642509191295,0.400666154385531,0.148849574365864,0.89669445144925,0.466139077556651,'11'
'3',0.585447787079799,0.40426808759804,0.0425668818677929,0.26166661695323,-0.0272891233456624,0.535826852149416,0.425673697081341,'12'
'3',0.44744818351046,0.180936148854551,0.0425668818677929,0.116201984756635,0.141987027701779,0.469351241752078,-0.221772390523625,'11'
'3',0.493448051366906,0.6834330110274,0.683599220781767,0.404976217561727,0.144274543256474,0.611798978317802,0.830327501834444,'10'
'3',-0.564548909331361,-0.600725636747661,-0.854878392611771,-0.711330145072881,-0.617468136457009,-0.508789882665894,-0.82875309765328,'8'
'1',-0.702548512900701,-0.600725636747661,-0.854878392611771,-0.61866378678468,-0.571717825363106,-0.580013750948756,-0.666891575752039,'8'
'1',0.44744818351046,0.40426808759804,-0.0856395859150022,0.15822510072454,0.0870866543890949,0.246183121132443,0.263812175180099,'11'
'3',-1.57654600217318,-1.326554437664,-1.23949779596015,-1.03889494646373,-1.04294602963031,-0.869657481965728,-1.11201076098045,'9'
'1',-0.702548512900701,-0.824057575491149,-0.854878392611771,-0.828779366624206,-0.802756896387316,-0.822174903110486,-0.9096838586039,'9'
'2',-1.25454692717806,-1.27072145297813,-1.11129132817736,-1.3071963791819,-1.25568497621695,-1.25901462857871,-1.23340690240638,'7'
'3',-0.518549041474915,-0.433226682690044,-0.470258989263387,-0.495826986263111,-0.31551608323725,0.469351241752078,-0.707356956227349,'9'
'1',-0.610548777187808,-0.377393698004172,-0.470258989263387,-0.752275745246738,-0.843932176371828,-0.641741103460569,-0.626426195276728,'7'
'2',-1.85254520931186,-1.82905129983685,-1.75232366709133,-1.397707705882,-1.31058534952964,-1.44419668611415,-1.47619918525825,'6'
'1',-0.0125504950540049,0.180936148854551,0.555392752998972,0.0558611002898993,-0.0341516700097478,0.341148278842926,0.142416033754168,'9'
'2',-0.0585503629104514,0.013437194796933,-0.470258989263387,-0.462423996647597,-0.564855278699021,-0.632244587689521,-0.302703151474246,'8'
'3',-1.16254719146516,-0.991556529548766,-1.11129132817736,-1.09169322037213,-1.045233545185,-1.11656689201298,-1.03108000002983,'7'
'3',-0.380549437905576,-0.544892652061788,-0.213846053697797,-0.577718186610824,-0.468779625401825,-0.774692324255245,-0.545495434326107,'10'
'1',-0.518549041474915,-0.544892652061788,-0.470258989263387,-0.715640208249077,-0.692956149761949,-0.684475424430287,-0.626426195276728,'10'
'3',-1.11654732360872,-1.10322249892051,-0.983084860394566,-0.914980630148114,-0.864519816364085,-0.817426645224962,-0.950149239079211,'7'
'1',-0.242549834336236,-0.0982287745748109,0.0425668818677929,-0.3191143960391,-0.482504718729996,-0.0197193204569085,-0.0599108686223839,'8'
'3',-0.748548380757147,-0.656558621433533,-0.470258989263387,-0.791066313832496,-0.777594225285669,-0.779440582140769,-0.747822336702659,'8'
'3',-0.518549041474915,-0.265727728632427,-0.0856395859150022,-0.474276670382134,-0.39100409654219,-0.546775945750087,-0.464564673375487,'8'
'1',-0.19654996647979,-0.0982287745748109,-0.342052521480592,-0.48828437570477,-0.530542545378594,-0.451810788039604,-0.424099292900177,'7'
'3',-0.702548512900701,-0.712391606119405,-0.854878392611771,-0.857872293063525,-0.832494598598353,-0.617999814032949,-0.747822336702659,'7'
'3',-0.19654996647979,-0.0423957898889386,-0.726671924828977,-0.397773049004666,-0.260615709924567,-0.166915314908156,-0.424099292900177,'9'
'1',0.0334493728024415,0.013437194796933,-0.213846053697797,-0.243688290455681,-0.274340803252738,0.151217963421961,-0.221772390523625,'10'
'3',-0.932547852182933,-0.935723544862894,-1.11129132817736,-0.928988335470749,-0.87595739413756,-0.926636576592017,-1.03108000002983,'7'
'3',-0.0585503629104514,-0.0982287745748109,-0.470258989263387,-0.494749470469063,-0.585442918691277,-0.437566014383032,-0.343168531949556,'8'
'3',-0.472549173618469,-0.600725636747661,-0.470258989263387,-0.710252629278833,-0.585442918691277,-0.72246148751448,-0.747822336702659,'8'
'1',0.355448447797567,0.348435102912167,0.555392752998972,0.227186111543667,-0.0364391855644429,0.151217963421961,0.749396740883823,'12'
'1',-0.472549173618469,-0.209894743946555,-0.470258989263387,-0.601423534079899,-0.679231056433778,-0.589510266719804,-0.464564673375487,'10'
'2',-1.9905448128812,-1.94071726920859,-1.75232366709133,-1.41925802176298,-1.36777323839702,-1.30174894954842,-1.47619918525825,'6'
