@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute Class {'1','10','2','3','4','5','6','7','8','9'}
@data
-1.29470093917271,-0.674860207389226,-1.07481878688967,-0.966165127811518,-0.0931859960532365,0.577508425031662,0.479759256474478,'1'
-0.71682337999278,1.4475156500839,-1.07481878688967,0.971356649538429,-1.00397242075873,-0.953677347707609,0.479759256474478,'1'
-0.138945820812843,-0.674860207389226,0.321427926082901,0.971356649538429,-1.00397242075873,0.892677496587162,0.479759256474478,'1'
0.438931738367095,-0.674860207389226,0.321427926082901,-0.150366484716804,1.57658911590684,1.01262038211841,0.479759256474478,'1'
1.01680929754703,1.4475156500839,-0.516320101700642,-0.150366484716804,1.57658911590684,2.58591376360801,0.479759256474478,'1'
-1.29470093917271,-0.674860207389226,-1.07481878688967,-0.966165127811518,-0.700376945856901,-0.443282090127852,-0.274025515785086,'1'
-0.71682337999278,0.107067740100873,-1.07481878688967,-0.252341315103643,-1.07987128948419,-1.08127616210255,-0.274025515785086,'1'
-0.138945820812843,-0.674860207389226,-0.237070759106128,-0.252341315103643,-1.07987128948419,-0.877118059070645,-0.274025515785086,'1'
0.438931738367095,-0.674860207389226,-0.237070759106128,-0.864190297424679,1.04529703482864,0.962856844504379,-0.274025515785086,'1'
1.01680929754703,0.107067740100873,-0.586132437349272,-0.456290975877321,0.665802691201344,0.971788761512025,-0.274025515785086,'1'
1.59468685672697,-0.56315621489064,1.36861296081233,-0.762215467037839,1.19709477227955,-1.68864651862246,-0.274025515785086,'1'
2.17256441590691,-0.451452222392055,1.50823763210959,-0.456290975877321,0.665802691201344,-1.00216489717769,-0.274025515785086,'1'
-1.29470093917271,-0.674860207389226,-1.07481878688967,-0.966165127811518,-0.0931859960532365,0.577508425031662,0.207360730954137,'1'
-0.71682337999278,1.4475156500839,-1.07481878688967,1.07333147992527,-0.77627581458236,-0.564500963803044,0.207360730954137,'1'
-0.138945820812843,-0.674860207389226,0.321427926082901,1.07333147992527,-0.77627581458236,0.823774136813895,0.207360730954137,'1'
