@relation data
@attribute V1 {'1','2','3'}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute Class {'10','11','12','13','14','15','5','6','7','8','9'}
@data
'3',-0.614222422537856,-0.459634177217358,-1.09315700655215,-0.637805836810742,-0.61317304269075,-0.726938491566995,-0.636049603731625,'15'
'3',-1.53521360405732,-1.52161481820668,-1.2175840142897,-1.24265049193123,-1.17865594770548,-1.21393428491944,-1.25265281487092,'7'
'1',0.0436284214046179,0.124455175326767,-0.0977409446517263,-0.296073847955841,-0.468409419006978,-0.351256022409395,-0.173597195377154,'9'
'3',-0.745792591326352,-0.459634177217358,-0.346594960126832,-0.633612806272645,-0.65388781185181,-0.60634905702258,-0.597511903035419,'10'
'2',-1.71064049577531,-1.62781288230561,-1.46643802976481,-1.28562905494672,-1.22389458010666,-1.29741927806557,-1.36826591695954,'7'
'2',-0.877362760114847,-1.14992159386041,-1.09315700655215,-0.978489568031118,-0.990915623240592,-0.944927084781898,-0.867275807908861,'8'
'3',-0.438795530819863,-0.406535145167892,-0.346594960126832,-0.64724015552146,-0.649363948611693,-0.620263222546936,-0.520436501643007,'9'
'1',-0.000228301524880476,-0.30033708106896,0.0266860630858264,-0.443878174423758,-0.751150871514344,-0.295599360311973,-0.173597195377154,'14'
'3',-0.833506037185348,-0.618931273365755,-0.71987598333949,-0.864229485867977,-0.871033247377468,-0.912460698558402,-0.751662705820243,'10'
'3',-0.307225362031368,-0.30033708106896,-0.0977409446517263,-0.580151666911909,-0.644840085371575,-0.782595153664417,-0.327747998161978,'11'
'1',0.0874851443341163,-0.0348419208216297,0.151113070823378,-0.280349983437977,-0.396027607165092,-0.0776107670970689,-0.21213489607336,'10'
'1',-0.482652253749362,-0.56583224131629,-0.968729998814596,-0.718521674669108,-0.871033247377468,-0.917098753733187,-0.366285698858184,'10'
'3',-0.219511916172372,-0.0879409528710957,-0.22216795238928,-0.322280288818947,-0.461623624146801,-0.430102960380743,0.057629008800081,'12'
