@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute Class {'1','10','11','2','3','4','5','6','7','8','9'}
@data
-0.613340337079861,-1.02827688875959,-0.903688384064014,-1.01790931127544,-0.908345286935276,-0.763284889829335,-0.960335931785418,-0.890489125852957,-0.912092197113666,-0.827047277300452,-0.613340337079861,-1.39253180269208,-1.02471637908904,-1.37554858099193,-1.14190560068052,-0.893269940520137,-1.31948684746544,-1.22534582889123,-1.26891234522466,-1.17378222657277,-0.613340337079861,-0.733361962503464,-0.637799809934925,-0.653904958116417,-0.750574780246989,-0.645434304062995,-0.803943794940114,-0.816450578349064,-0.756238137270261,-0.747771384793461,-0.613340337079861,-0.633299320849633,-0.190932464955256,-0.488666446912731,-0.276534611225333,0.038067783864243,-0.557149186513933,-0.311887654101739,-0.223051856696127,-0.12726740450025,'5'
-1.53387116764485,-2.15285997451157,-1.36953253794007,-2.13040325309788,-1.82828704797726,-1.95005767978106,-2.19908998295438,-1.89488810696817,-1.87814126362747,-1.34418637115512,-1.53387116764485,-2.38547890649455,-1.4612278569803,-2.79439633690228,-1.93138399096375,-1.59312958363625,-2.24560951590175,-1.92363856125395,-1.8538810448753,-1.51250531403897,-1.53387116764485,-1.55357593221889,-0.962859412047146,-1.34176634163207,-1.18001136054545,-1.10274336192299,-1.50660974531731,-1.27838027680107,-1.19969304178959,-0.928494420709325,-1.53387116764485,-1.44283167892799,-0.841563135513668,-1.41174759421138,-0.890528420793576,-0.759986502239236,-1.42242408716916,-0.917967073892221,-0.86814157024848,-0.806488246625842,'5'
-0.0423158646438282,-0.302896456824325,-0.144298598978394,-0.379094430619589,-0.153738681103606,-0.250814821441094,-0.395903642341499,-0.207316845905224,-0.268059486104464,-0.254828279958308,-0.0423158646438282,-0.608882372730324,-0.389250690186125,-0.316814468713649,-0.244771066267761,0.273162798006722,-0.592915472228115,-0.475645042612236,-0.453501430560124,-0.545135140512645,-0.0423158646438282,-0.462961752707169,-0.230715822242985,-0.464932050557169,-0.34477691079064,-0.156312442177956,-0.443827495371802,-0.383135993960453,-0.340499164283394,-0.303621550762951,-0.0423158646438282,-0.241760794720232,0.141948343237419,0.385831482107045,0.628846091019365,1.3231699063397,0.204536465471304,0.459916607037702,0.714809342237677,0.319077720325139,'5'
-0.844703700911701,-1.30577141641267,-1.19404330189087,-1.31341551457203,-1.22205814553945,-1.01951992402346,-1.34494908476933,-1.2343374256942,-1.22139738069045,-1.19424663388365,-0.844703700911701,-1.5385534356042,-1.27118204347661,-1.62762813153438,-1.37259733810094,-1.09503127907613,-1.45763774275705,-1.34529795469586,-1.35311238532588,-1.25415719648,-0.844703700911701,-1.27416238209605,-0.783620939854426,-1.2850744693643,-1.19971028624722,-1.26180738204821,-1.31337660896358,-1.18844706117325,-1.2392872296931,-0.821285840081271,-0.844703700911701,-0.966636174176014,-0.687227488078882,-0.905094032160244,-0.651174901809345,-0.554604884492017,-0.959319210762139,-0.657542323200998,-0.6646901990512,-0.683581618050735,'5'
-1.14498381141685,-1.33984969173849,-0.56547276549647,-1.23519328428764,-0.709095228092081,-0.534021964497754,-1.27002444457766,-0.759283853545114,-0.696002274340841,-0.55470775450125,-1.14498381141685,-1.56289037442289,-0.920785074829216,-1.57000994855325,-1.04450242265857,-0.540187598047142,-1.38088724537281,-1.06255365815636,-0.945406927993619,-0.852282346943849,-1.14498381141685,-1.26064237160624,-0.652989510968206,-1.12255776886335,-0.904226400720753,-0.899936736263341,-1.27385164925486,-0.975877642416572,-1.02151919622379,-0.763086896311755,-1.14498381141685,-1.13595013142116,-0.239351491601464,-0.974498629701496,-0.276534611225333,0.18476893939797,-1.05072148900037,-0.416057554378228,-0.272674142354,-0.259877187962866,'5'
0.243196371574188,-0.220134931033054,-0.0741029045587146,-0.279143803033979,-0.213089762461153,-0.327235796551621,0.228468359255759,0.132007134201267,-0.090103079115078,0.0970711034339197,0.243196371574188,-0.696495352477601,-0.306105646778267,-0.446455380421193,-0.32166831207457,0.367738425454846,-0.531515074320736,-0.514201083049441,-0.378164552574815,-0.338456646465478,0.243196371574188,-0.526055134992971,-0.540585723321924,-0.597213085848643,-0.793912416790872,-0.792568522678821,-0.448219157561659,-0.661111387719185,-0.688928017834292,-0.367946699139783,0.243196371574188,-0.00366304234424603,0.169184045725911,-0.044477022648718,0.207375764112351,0.372546418481142,-0.337783718742185,-0.0467279079434033,-0.0692227711567205,-0.0464077804376796,'5'
0.193970123950392,-0.400262957755233,-0.622905606385298,-0.618106800933004,-0.61158988014754,-0.673377860287539,-0.410888570379833,-0.42900851290813,-0.619735242773962,-0.618967641903309,0.193970123950392,-0.613749760494061,-0.74855605634151,-0.468062199039117,-0.665142676678313,-0.433001886939269,-0.64919917030988,-0.762673343644765,-0.808027915196877,-0.892469831897465,0.193970123950392,-0.255654925196677,-0.403878414022392,-0.374225054928731,-0.474789820422285,-0.510229886956562,-0.307685967486222,-0.419926854899108,-0.483038240736035,-0.371009801443442,0.193970123950392,-0.231178672392411,-0.0759372766705137,-0.0791793214193441,-0.0579944417179913,0.202373078062017,-0.276848866583365,-0.278742685831947,-0.327258656577662,-0.376315046612967,'5'
-0.765941704713628,-0.809202261665044,-0.268736420904189,-0.774551261501784,-0.374185554717352,-0.403656771662148,-0.845451483491524,-0.406386914234364,-0.382460033454782,-0.279308237063854,-0.765941704713628,-1.40713396598329,-0.962357596533145,-1.49078494695419,-1.13677911762673,-0.779779187582388,-1.46787114240828,-1.25533386034239,-1.15369123771771,-1.06183137563056,-0.765941704713628,-0.746881972993279,-0.467675158362174,-0.635007667360492,-0.482669390702991,-0.279587057774999,-0.781985483990827,-0.509860070526933,-0.372174514606204,-0.398577722176371,-0.765941704713628,-0.289380345195429,0.43851488144544,0.0735107931714105,0.634049428388588,1.08844805748573,-0.0818573396751453,0.474121593439042,0.575866942395632,0.51637520303781,'5'
-0.421357971347056,-0.765387336246135,-0.374029962533707,-0.791933979342759,-0.552238798789993,-0.709340672104257,-0.730567035197628,-0.578311064154986,-0.768032248598449,-0.410888006506165,-0.421357971347056,-1.09075376134035,-0.715891932145566,-0.936209935760808,-0.654889710570738,-0.243850632043021,-0.976667959149237,-0.814081397561039,-0.79030159096504,-0.734590426722546,-0.421357971347056,-0.58013517695223,-0.391726653195767,-0.566977420639162,-0.459030679860873,-0.442627678403346,-0.593144009826956,-0.395399614273338,-0.39593102734831,-0.291369141548315,-0.421357971347056,-0.29467140635934,0.105634073252764,-0.197167137239472,0.155342390420127,0.219977216726065,-0.392625085685122,-0.0467279079434033,-0.0940339139856572,-0.175783178937793,'5'
0.474559735406028,-0.0935584798228749,-0.62609631976801,-0.405168507381052,-0.52256325811122,-0.63741504847082,-0.231069433919822,-0.42900851290813,-0.746846962052094,-0.796447330918519,0.474559735406028,-0.613749760494061,-0.727769795489545,-0.381634924567421,-0.6702691597321,-0.351036343150894,-0.62873237100742,-0.814081397561039,-0.878933212124228,-0.929786782211536,0.474559735406028,-0.179041532421061,-0.725900075927957,-0.249502935939627,-0.671779077439931,-0.597715098025431,-0.0968861823730625,-0.509860070526933,-0.57410487291411,-0.582363860395892,0.474559735406028,0.23443471003174,-0.181853897459092,0.503819297927173,0.165749065158572,0.25518549405416,0.405621477595407,0.190021865412253,0.203699799961583,-0.039939010512674,'5'
