@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute Class {'1','10','2','3','4','5','6','7','8','9'}
@data
-1.30035207110291,-1.02135554886736,-1.19906536364442,0.0413702507788263,2.01847713698059,-1.37399205239573,0.415376547561959,-1.26962219386001,0.681984085564859,-1.31411301051905,-0.940140030406479,1.1755662260013,-0.945229627832748,1.64643860061475,1.19884420320152,-1.01562779468745,-0.284241750537345,-0.0387979347576387,-0.0811192402698973,-1.85928625502328,-0.0882518204320631,1.22658757337539,-0.439795870735848,0.406756308552818,0.564549780638597,-0.461025546499713,-1.32864452484761,0.766193294661401,0.550667576113092,-1.74262345586063,0.199261402395204,0.341325066887992,-0.361405534717647,-1.08361409878028,-0.28829590197415,-0.0669005897780969,-1.47409714836551,1.09187868064628,-0.229608923135643,-1.26497194822782,0.440937512757616,-0.463943828944796,0.208347387516207,-0.499985919905061,0.163736250869202,-0.385746251629951,0.172948583422629,-0.357706702189314,0.261471150846567,-1.00175682161316,0.0819424385244413,-0.873514480836996,-0.237259611149116,-0.312936553891126,0.635726319255635,-1.16650226490189,0.165346019258362,-1.70256607077239,0.184360175777659,0.370694321205256,-0.495360738057201,1.08917795148235,0.0234576301526381,0.289906546684436,-0.435810030658473,-0.751619281990239,3.28208518413484e-05,-0.231435198560992,-0.919629912117897,1.1456205738909,-0.929177159792373,1.94441763260687,-1.55296791697244,0.965025915856581,-1.09914126120616,1.03165140227026,'1'
-1.48267275481672,-1.14242694222196,-1.18683483577291,-0.349366760470843,1.91106808256431,-1.31383651900403,0.46045162748039,-1.21230975253167,0.327970884101861,-1.05495803569294,-1.62114310651608,1.78846804773399,-1.65759607474766,2.38211599957275,1.04125565746901,-1.04962165054803,-0.703680500420527,-1.58026697737348,1.77909416939585,-1.38806686591935,-1.68937476444097,1.00494297006915,-0.938393216219395,0.286451480398984,0.526460714107719,-0.504311208632222,-0.931772632180132,-1.21116950452984,1.02167375077913,-1.58006141430944,-1.70554171298048,0.802868537559492,-0.12055182319453,-0.637028327400256,-0.0607852405150355,0.250159443296286,-1.52167402389179,-1.2028816990485,0.878727449295419,-1.59272288963391,-1.43760114902791,0.215034940018411,0.457794467777884,-1.54483252456168,0.204968370371246,-0.144211055393455,-1.72956377340637,-0.851314198674865,-1.87269162469831,-1.277111276064,0.195479245639074,0.541172734025221,-0.237978901521278,0.595086121914479,-1.18183626459458,0.864459539331146,-1.70077973237511,-0.3958610966125,-0.731985898518491,-0.12333555603116,-0.783632468087809,0.681893796338533,-1.40378969539934,1.49630324703156,-1.67026078011353,0.00494967291665728,-1.13508906772125,-0.912049757140785,-1.238397015019,0.828177721088437,-1.18238826417246,1.85097533313197,-1.69255561099879,1.35367675250739,-0.702159748931569,1.10666276141568,'1'
-1.6457158035142,-0.849248203372826,-1.16329342303739,-1.24701340674154,1.995560477198,-1.14174075037349,0.734539428994844,-1.65545600662224,0.306644163966935,-1.22804915270815,-1.62313658024036,1.41049744177493,-1.13631116757892,1.57759612683958,1.17590892725409,-0.837279268348816,-0.40758461228306,-1.14940661819637,-0.249533939824079,-1.65039772097994,-1.74638134668042,0.337342441561353,-0.430884902291273,0.72427316094056,0.460445358887162,-0.44692598228717,-0.775085271289244,-1.66144416135497,-0.337879835024072,-1.63280475801052,-1.72055047716863,0.0722251153336632,-0.0970254726648941,0.165410273239755,-0.449922826533324,0.114259716407675,-1.13608830134297,-1.35740171828112,-0.335306597769398,-1.54856953156969,-1.09411693229357,-0.605044594848153,0.553418458369932,-0.83320083227988,0.0564884838638843,-0.178876199566608,-1.53931253772347,-0.347669734688001,-1.5934025486558,-0.88272401818933,-0.608505355938528,0.536792676350775,-0.446685498569018,0.605599142534256,-1.12965251902171,-0.631433855736512,-1.42732117869306,-1.20814969230764,-1.16786230770064,2.35880299897446,-1.08426302462172,1.52331497878934,-0.988067968983592,1.27612873613563,-1.30652198010752,-0.733403022160585,-1.50483390772179,1.39862716409527,-1.2857216610587,2.05846861108266,-1.16304732291701,2.30869239998376,-1.44663389071809,1.35178353871294,-0.850927131894708,0.353156941703812,'1'
-1.33897268905089,-0.904107880695306,-1.36983655298354,0.21503315151914,1.57240793504058,-1.26264652770896,0.422117717675798,-1.80932780332657,0.36864866947248,-0.373798843362538,-1.39227609702059,0.70578827603782,-1.23541930431105,1.33762263873202,0.149598147349618,-0.72008902677737,0.528059530744837,-1.19509848853829,-0.964545867486144,-0.188159065040816,-1.72656890676167,0.0166263649171528,-0.383481329415556,1.14602280703601,-0.9772033989173,-0.22787918112801,0.382803085979169,-1.03881518516088,-1.11841375176964,-0.136452427462835,-1.67727816740132,-1.03532816712043,0.158548395795114,1.65702444699709,-1.71152579844907,0.0462508584648075,0.270061803635046,-0.977231109658025,-0.772117675138996,-0.460443278219469,-1.16007016186141,-1.66779965905945,0.362953424707061,0.41730650300416,-0.175291593980941,-1.56831068495489,0.137877340946655,-0.745793974549235,-1.01710758953612,-0.312726936651225,-0.306757806412532,-1.63207381699946,-0.188033176304253,-1.66913877397247,-0.267457118082104,-0.049251056609335,-1.59816311645192,0.0968216899515545,-0.174425951315312,-1.35237760385702,-0.450818518455528,-0.885733841100614,-0.58734344270543,0.876507704168143,-1.70974256002815,0.52020959381257,-0.573106546291853,-0.662566817689981,-0.773054508066092,-0.357906106417861,-0.836777994040643,1.38834659783424,-1.6848169288201,1.0713283436298,-0.946930188822585,1.49131053343957,'1'
-1.34295891188478,-1.01542139969679,-1.14538572888332,-0.111268872898385,1.96973447584145,-1.5111682127601,0.350763852308458,-1.25214593534228,0.177605428911077,-1.17560112208858,-0.738984623671085,1.79887135134011,-1.2312107977861,1.79761264534569,1.15758250512909,-1.11348786271094,-1.19201661350627,0.334649428763899,1.34303881374422,-1.41143014608087,-0.0820399356668832,0.895780173149519,-0.668180691611603,-0.870358311414468,0.42233494198267,-0.820926994142184,-0.582440360604869,1.15711839525897,0.4843153238256,-0.991354592406177,-0.326356176584479,-0.0442228026604654,-0.00546695986974563,-0.0634527393045882,-0.338791080326747,-0.664798033809478,-0.470918036972687,0.139877401915439,-0.750832851312405,-1.02677943015487,-0.35133801890224,-0.445004831074193,-0.256018787321209,-0.0228033183284415,-0.885260993349476,-0.141542453070656,0.0504812403614232,-0.420596227506741,-0.471211441414262,-0.740467671893424,-0.728217306489257,0.127114455822434,-1.02038700384091,0.370003704052854,-0.608339206980971,0.533369266178289,-0.563896692929706,-0.598207555903445,-0.778784089008878,0.161626053434868,-1.50574104520892,0.999917881643803,-0.683163481070685,1.35944574871133,-1.0814048706106,-0.00845304178872776,-1.48818580200748,-0.330566878256039,-1.38263866122934,0.762156743856073,-1.51972736434737,2.40591712270386,-1.54877478164968,1.27294034488587,-0.874460955188312,1.52406953390358,'1'
-1.27555253724291,-0.147793193769854,-1.01682398120377,-1.87789830444396,1.37580038621384,-1.361491909848,0.94499141602255,-1.2818273222105,0.387119748683191,0.29626976387949,-1.06975059237479,0.650971796943817,-1.16761193485824,1.45487890649033,0.425646692680297,-1.20371804725468,0.732545809430814,-0.645718829417294,-0.983267165105476,0.385442568787118,-0.116475383821684,0.415483051728956,-0.521957431638063,0.40504551582369,0.035807778039281,-0.654149291742382,-0.0756556738877936,-0.0177622117377563,-0.399510608875242,0.0420531989328048,-0.0271799969464278,-0.194302314319295,-0.294193557149496,-0.380507536300191,-0.485664753801542,0.0875706052579934,-0.947396894855305,0.0979161800103157,-0.331311153023792,-0.125353896534784,-0.207691327052245,-1.19646973691508,-0.103187431178461,-1.27180910245734,0.914323098906417,-0.603183968891576,-0.0415038605185451,-0.740300055495885,-0.186721318802597,0.158400040818515,0.624878215847923,-1.1685256480077,-0.0101661539629738,-0.483716738637293,-0.472942409508255,0.120416013399725,-0.0568440312006212,0.507199177324043,-0.28706307558676,-0.862876968176168,-0.80431458590965,0.250900519918942,-0.511282670232579,0.413557869042277,-0.542481800411487,1.12819042766471,-0.828450136292226,-1.32339831577559,-1.25450214578338,0.00136895357640397,-1.37940073432465,1.22340005370659,-1.64515213522644,1.44045159606202,-0.985266039862364,1.10221300396502,'1'
-1.05175770994593,-1.55587148247329,-1.14862982390193,1.18329187375909,1.87506258277755,-1.10962638056057,0.0474319818828908,-1.11108468010106,0.970964594318686,-0.779608742206245,-0.464997886218636,0.643151216042691,-0.461163700244053,0.893326067304934,1.07577534978093,-0.866385230105189,-0.244887041196427,0.37027446828393,-1.08026073007406,-0.363790395421032,0.00793593559025613,0.517048578423603,-0.511778430646795,-0.394742237370684,0.502142638559138,-0.834482718020815,0.044542849535353,0.736117506032568,-0.746674726195127,0.480032853189007,0.0703547679626603,-0.309263361856669,-0.968773886923087,-0.0837820006548142,-0.198176361857447,-0.867550326469131,0.571292232211641,0.682151091235518,-1.57568636533857,1.04521322937669,-0.177567360606033,-1.18796811494278,-0.943968675969232,0.463414478992005,-0.854158649181267,-0.208044022954797,-0.421211588816541,1.02192730701069,-0.4152348808503,0.808051931015137,-0.101428326599172,-0.166468431671814,-0.599984259136126,0.432878786600749,-0.305887333283016,-0.524171476243814,-0.398289078287177,-0.0313834785173047,0.440400473815117,0.537819528519979,-0.494604075210061,1.01481327275312,-0.702939281913627,0.722972487694874,-0.60467205504826,-0.1847942589506,-0.0708305820054051,-0.799533600580145,-0.723539211977093,0.692753045909223,-1.09310495011684,1.81940032169377,-1.59798341027333,0.841287599750575,-0.824358192501731,1.51622754819529,'1'
-1.20133908808963,-1.28786465554555,-1.16933265349616,-0.641143913877955,2.22254666738275,-0.970318238971724,0.461380010620426,-1.17865685564465,0.246675704558412,-1.41466229642366,-0.854026601503277,1.9409211001152,-0.27931018782603,1.62726176709772,0.876426851508685,-0.503982795808022,-1.58104559764825,-0.0749102858333795,0.654107377995937,-1.46091868122464,-0.467022458567284,0.634365011317021,0.120987180462273,-0.3984306437133,-0.457428553236689,-0.495549336585856,-1.59046309071981,-0.633112847083676,0.228349271548277,-1.31266025392818,-0.266454333715206,-0.31086823790523,0.184556884224664,-1.15111359935721,-1.00122852494961,-0.744841769459099,-0.661911155400378,0.404896920633767,-0.283365816076521,-1.42892104876643,-0.0861304725546501,-1.32632220297816,-0.391781887501292,-0.100650979078273,-1.05559857469125,-0.750597561202967,0.522302253905161,-0.0224191615007652,0.153032892240268,-1.01732825569371,-0.53254393899875,-1.41785567019328,-0.653773692279394,-1.0347253558421,0.982122399751796,-0.381469680254924,0.122695241926437,-1.26414874230867,0.8275622540588,0.670747059047574,-0.296307965069431,0.659157740813621,-0.152937222182226,-0.625524813353208,-0.132535770235781,-1.66984814142998,-0.102456172005451,1.81479784372553,-0.60785307444946,1.91112332078289,-1.39329176770437,2.57144473475033,-1.5841816810739,1.13094931030189,-0.191991753197255,0.679412832592694,'1'
-1.37412986748746,-1.5683638309184,-1.41083670029466,1.08189369125714,1.78348546184947,-1.41547591864252,0.171710614464632,-1.32443226098951,0.610472280063889,-0.633435518885356,-0.801280677554626,1.11220503814495,-1.20222251716501,1.01114475875201,1.1543282806396,-1.8683353975067,-0.204345757704526,-0.378389969145669,-0.698475583392956,-1.06009181477741,0.446491141698435,1.05610943393288,-1.24490968634212,0.340145259539788,0.502334791921682,-1.50141224750871,-1.04593572762376,1.10853597136053,0.209173102981084,-1.49942796210595,1.18708675189103,0.412506039865352,-1.57240824037474,-1.35592636967918,-0.6973162585926,-0.801146118887164,-1.16170096825006,2.12237554769849,-0.588303002024487,-1.51813586620025,1.2287755914477,-1.09826946342579,-0.424926665899737,-1.19867320567707,-1.1190326046944,-1.72994792764681,0.628490182512974,-0.753400939392334,0.869708610585055,-1.50983255296201,-1.7551269703352,-1.56632534256023,-1.75835644785538,-0.541177389964702,0.0748087101529659,0.0125549173190465,0.159653941648968,-0.678013257470774,-1.39740217730542,-1.25724450076362,-1.81190364789192,0.139914885912143,-0.822768068459442,0.824667200424197,-0.646411779892651,0.088374426851635,-1.51472689200752,-0.875327451098466,-1.71133524324833,0.175440054452612,-1.55005876431271,1.72614440249472,-1.69708873026663,0.888213346502603,-0.736141375721093,1.85175715662303,'1'
-1.88461689056693,-1.62722877527186,-1.3410886573945,0.762310605901028,1.15596925805384,-1.50817221809202,0.305564064207037,-1.49258373497691,1.27771736985162,0.351607998679276,-1.73933755442387,-0.350665998284666,-1.43428219726742,1.12606061825706,-0.931956596615614,-1.61820124869696,0.691806763580415,-1.63801339672507,-0.630610879522873,0.569605752894335,-2.02109326921509,-1.86621125414957,-1.10085771497593,0.413552393430915,-1.66327630469265,-1.61618270019882,0.275631736328723,-1.66128375714896,-0.0989614159533042,0.0377881783371623,-2.01555262179578,-0.145117583654568,-1.39479508577991,-0.436322249382286,-0.353873750095627,-1.86918252086294,-0.393027125470318,-1.41360843584457,0.821314119041895,-1.09395438347436,-1.69413664442886,0.457239610300054,-1.43565971929734,-1.18225969822268,-1.65738590738776,0.333442074364255,-0.832093754870958,-0.716528290361199,-1.52089663461178,-0.296888286073197,-1.35007094008099,0.907812126969874,-1.69822826830743,-0.39992841550027,-1.36801210255644,-0.186794678917168,-1.75276472089167,0.346600029966906,-1.15040829301753,0.0387465882069967,-1.52643997776071,-1.82019507957601,-1.10181189373157,0.663669957695758,-1.61947314737203,0.98667220101121,-1.05086069343541,-0.380720027711983,-1.38692088670258,-0.689899292156604,-1.11717065558056,0.859234921786095,-1.79749732204944,1.1736153260164,-1.48324687710534,1.23687714443714,'1'
