@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 numeric
@attribute V80 numeric
@attribute V81 numeric
@attribute V82 numeric
@attribute V83 numeric
@attribute V84 numeric
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 numeric
@attribute V90 numeric
@attribute Class {'1','2','3'}
@data
-0.159666838357966,0.0998374941399805,0.233005864687057,-0.0253759030092504,0.0220819145676992,-0.0780399733538478,-0.160330759416952,0.092070532953383,0.251177496711127,-0.0610554482840971,0.0312377004547335,-0.0347513431241266,-0.124584433508312,0.105320918712173,0.300253554747226,-0.0179644853749006,-0.105589394147332,-0.0149599414766152,-0.158633886373178,0.123649263561343,0.282756061920202,-0.0712910756390709,-0.128966194938156,-0.0387816792256505,-0.0802048743898367,0.0413256525006124,0.290340477275471,0.0400362278851153,-0.010318051668745,-0.00109985418793668,-0.0622549535109032,0.168676618781082,0.269519836285114,-0.0958223162024443,-0.172497058390621,-0.0270417275936167,0.0223151911154695,0.240014819072302,0.265475997948927,-0.0259603301769647,-0.0192687309744125,0.122014033729651,-0.088637404927513,0.237012255868324,0.286569963900491,0.177555250584521,-0.109591595604181,0.141839153718161,-0.0322846974848399,0.189245228343016,0.276227605311065,0.144134102688482,-0.000799875063677044,0.0493456034745083,-0.17699821216467,0.202832054752206,0.26043718654294,0.122612806278688,-0.147985912215625,0.18978035473385,-0.0113828763100161,0.251335709059329,0.354620922548844,0.00689653391701851,-0.0219884250416687,0.124512731718523,0.0167634636402996,0.318894738832969,0.370883605792058,-0.103508685020777,-0.0974482942121543,0.128010166343535,0.0647686753868393,0.281282871585764,0.394002249920664,0.0106586010754132,0.044961150603377,0.109722294151403,0.0241220140289881,0.198560320461622,0.39086654002593,0.054772559540631,0.0793986638650903,0.124614907019946,0.0278865499366695,0.18327814283354,0.371985533502925,0.0395072624325748,0.0228150542685058,0.154447952798969,'2'
-0.177666209834666,0.0998374941399805,0.237179211448995,-0.0253759030092504,-0.0130071551563162,-0.0303945159378144,-0.160330759416952,0.11460256211497,0.249128942283897,-0.0610554482840971,0.0131198341909881,-0.0347513431241266,-0.145743722361846,0.126098514920696,0.300253554747226,-0.0179644853749006,-0.118703280358349,-0.0149599414766152,-0.158633886373178,0.123649263561343,0.286405136090835,-0.0712910756390709,-0.128966194938156,-0.0387816792256505,-0.0609822185443386,0.0563062015320844,0.287128011101877,0.0400362278851153,-0.010318051668745,-0.00109985418793668,-0.0622549535109032,0.168676618781082,0.275041938317921,-0.0958223162024443,-0.187587298792818,-0.0270417275936167,0.0223151911154695,0.240014819072302,0.265475997948927,-0.0259603301769647,-0.0377412333961632,0.122014033729651,-0.0679493989484556,0.2123323441262,0.290568774896816,0.148869444083401,-0.123485174937608,0.141839153718161,0.0017609834991731,0.189245228343016,0.295572209401915,0.169582437409735,-0.0162641262947656,0.119151579121374,-0.0100730689849811,0.17706149796003,0.31800424706978,0.222540807648671,-0.0174432063828303,0.103786131495074,2.59085807610617e-17,0.280770279731597,0.362116281139213,0.0568964048154029,-0.0219884250416687,0.124512731718523,0.0333129256171059,0.318894738832969,0.377501433552692,-0.103508685020777,-0.0614482874331419,0.155407176114476,0.0402158441944427,0.295663132980189,0.38489263070268,-0.0329789656803961,-0.00538145045831933,0.109722294151403,-0.00841465605662372,0.246780133106872,0.367700945792433,0.00204544828160031,-0.0294694804416531,0.0875499603165773,0.014895225468181,0.1990850309887,0.363962044866565,0.052202116843042,-0.000400264109973798,0.092668771679382,'2'
-0.159666838357966,0.0998374941399805,0.233005864687057,-0.0253759030092504,0.0220819145676992,-0.0780399733538478,-0.160330759416952,0.11460256211497,0.249128942283897,-0.0610554482840971,0.0131198341909881,-0.0347513431241266,-0.124584433508312,0.126098514920696,0.293766422627524,-0.0179644853749006,-0.105589394147332,-0.0747997073830765,-0.158633886373178,0.123649263561343,0.282756061920202,-0.0712910756390709,-0.128966194938156,-0.0387816792256505,-0.0609822185443386,0.0563062015320844,0.290340477275471,0.0306159389709705,-0.0210046051828025,-0.00109985418793668,-0.0622549535109032,0.168676618781082,0.273201237640319,-0.107813026752049,-0.187587298792818,-0.0270417275936167,0.0223151911154695,0.240014819072302,0.268943537163214,-0.0259603301769647,-0.0192687309744125,0.122014033729651,-0.0679493989484556,0.2123323441262,0.290568774896816,0.177555250584521,-0.0956980162707547,0.141839153718161,-0.0322846974848399,0.214594473709978,0.297506669811,0.0168924290822117,-0.0471926287569427,0.119151579121374,-0.0935356405748256,0.17706149796003,0.303612481938069,0.155922140068682,-0.0827145592992275,0.103786131495074,-0.0227657526200322,0.266052994395464,0.381604213474174,-0.0264367133485711,-0.0332248008338871,0.124512731718523,0.0250381946287027,0.305173748586446,0.381472130209072,-0.086081968819892,-0.0704482891278951,0.100613156572594,0.056584398322707,0.26690261019134,0.394002249920664,0.0106586010754132,0.0550296708157163,0.0711532452981822,-0.00841465605662372,0.246780133106872,0.415394816273161,-0.0111363295331574,0.00319096285036995,0.0504850136132088,0.014895225468181,0.16747125467838,0.330263392593858,0.0648969712535092,0.0228150542685058,0.154447952798969,'2'
-0.159666838357966,0.0998374941399805,0.233005864687057,-0.0253759030092504,0.0220819145676992,-0.0780399733538478,-0.179250767649268,0.092070532953383,0.247080387856667,-0.0743184295592942,0.0312377004547335,-0.0347513431241266,-0.124584433508312,0.126098514920696,0.293766422627524,-0.0179644853749006,-0.105589394147332,-0.0747997073830765,-0.158633886373178,0.123649263561343,0.282756061920202,-0.0712910756390709,-0.128966194938156,-0.0387816792256505,-0.0609822185443386,0.0413256525006124,0.287128011101877,0.0400362278851153,-0.010318051668745,0.0414278410789508,-0.0847520706674912,0.148058612691929,0.269519836285114,-0.0958223162024443,-0.172497058390621,-0.0270417275936167,0.0223151911154695,0.240014819072302,0.265475997948927,-0.0765720663202909,-0.0192687309744125,0.122014033729651,-0.0679493989484556,0.2123323441262,0.286569963900491,0.177555250584521,-0.109591595604181,0.141839153718161,-0.0493075379768464,0.189245228343016,0.268489763674725,0.144134102688482,-0.0781211312191197,0.119151579121374,-0.204819069361285,0.228602611544381,0.277227579196602,0.122612806278688,-0.147985912215625,0.103786131495074,-0.0682972578600966,0.295487565067732,0.369611639729583,-0.0931032078797503,-0.089406679794979,0.157190281219311,0.0250381946287027,0.277731768093402,0.374854302448439,-0.0599418945185635,-0.0884482925174012,0.155407176114476,0.0402158441944427,0.252522348796916,0.378385759832693,-0.0329789656803961,0.0147555899663592,0.109722294151403,-0.0301057694470316,0.214633591343372,0.403130678149545,-0.0111363295331574,-0.0512431093030017,0.0875499603165773,0.0278865499366695,0.16747125467838,0.373590231230196,0.0648969712535092,0.0344227134577456,0.092668771679382,'2'
-0.159666838357966,0.0998374941399805,0.233005864687057,-0.0382300722191764,0.0045373797056915,-0.0780399733538478,-0.160330759416952,0.092070532953383,0.249128942283897,-0.0610554482840971,0.0131198341909881,-0.0347513431241266,-0.124584433508312,0.105320918712173,0.298091177373992,-0.0179644853749006,-0.105589394147332,-0.0149599414766152,-0.158633886373178,0.105516122508098,0.282756061920202,-0.0712910756390709,-0.128966194938156,0.0106543074795742,-0.0609822185443386,0.0563062015320844,0.290340477275471,0.0306159389709705,-0.0210046051828025,-0.00109985418793668,-0.0622549535109032,0.168676618781082,0.269519836285114,-0.0958223162024443,-0.172497058390621,-0.0270417275936167,0.0223151911154695,0.240014819072302,0.265475997948927,-0.0259603301769647,-0.0377412333961632,0.122014033729651,-0.0679493989484556,0.187652432384076,0.284570558402328,0.177555250584521,-0.123485174937608,0.199570177687657,0.0017609834991731,0.163895982976052,0.28203098653832,0.0677890985247196,0.0301286273985,0.119151579121374,-0.17699821216467,0.228602611544381,0.298815226894166,0.122612806278688,-0.131668073986525,0.18978035473385,-0.0113828763100161,0.251335709059329,0.37260978316573,0.00689653391701851,-0.0332248008338871,0.124512731718523,0.0333129256171059,0.291452758339924,0.388089957969705,-0.0773686107194491,-0.0344482823488827,0.155407176114476,0.056584398322707,0.310043394374613,0.371878888962705,-0.105708243606745,0.0248241101786985,0.109722294151403,-0.0192602127518277,0.214633591343372,0.364975581764963,0.0152272260963579,-0.0294694804416531,0.124614907019946,-0.0110874234687962,0.21489191914386,0.386427813048371,-0.011272155209294,-0.0932615376238922,0.092668771679382,'2'
-0.159666838357966,0.0765821742198244,0.230919191306087,-0.0382300722191764,0.0220819145676992,-0.0303945159378144,-0.160330759416952,0.092070532953383,0.249128942283897,-0.0743184295592942,0.0312377004547335,-0.0347513431241266,-0.124584433508312,0.126098514920696,0.293766422627524,-0.0313226924485446,-0.0924755079363141,-0.0747997073830765,-0.158633886373178,0.123649263561343,0.282756061920202,-0.0849375521640416,-0.115328930933757,-0.0387816792256505,-0.0609822185443386,0.0413256525006124,0.287128011101877,0.0211956500568257,-0.010318051668745,0.0414278410789508,-0.0622549535109032,0.148058612691929,0.271360536962717,-0.107813026752049,-0.157406817988425,0.00705436372007398,0.0223151911154695,0.217883086947988,0.263742228341785,-0.0512661982486278,-0.0192687309744125,0.193137792084623,-0.0679493989484556,0.2123323441262,0.284570558402328,0.148869444083401,-0.109591595604181,0.141839153718161,-0.0663303784688529,0.239943719076941,0.287834367765575,-0.0340042403602962,-0.109049633681297,0.119151579121374,-0.149177354968055,0.202832054752206,0.265234441586843,0.122612806278688,-0.131668073986525,0.18978035473385,-0.0227657526200322,0.266052994395464,0.362116281139213,0.0235631575498133,-0.0107520492494504,0.124512731718523,0.0333129256171059,0.277731768093402,0.377501433552692,-0.086081968819892,-0.0254482806541295,0.100613156572594,0.0484001212585749,0.295663132980189,0.397906372442657,-0.0620706768509356,0.044961150603377,0.109722294151403,-0.00841465605662372,0.230706862225122,0.378602401902314,-0.024318107347915,0.0140777772810443,0.124614907019946,0.0538691988736466,0.151664366523219,0.362357347139294,0.0775918256639764,0.0576380318362252,0.092668771679382,'2'
-0.141667466881267,0.0765821742198244,0.230919191306087,-0.0382300722191764,0.0220819145676992,-0.0303945159378144,-0.160330759416952,0.11460256211497,0.247080387856667,-0.0743184295592942,0.0312377004547335,-0.0347513431241266,-0.124584433508312,0.105320918712173,0.29160404525429,-0.0313226924485446,-0.105589394147332,-0.0149599414766152,-0.158633886373178,0.105516122508098,0.280931524834885,-0.0849375521640416,-0.128966194938156,0.0106543074795742,-0.0609822185443386,0.0413256525006124,0.285521778015081,0.0306159389709705,-0.010318051668745,0.0414278410789508,-0.0622549535109032,0.148058612691929,0.267679135607512,-0.107813026752049,-0.172497058390621,0.00705436372007398,0.0223151911154695,0.217883086947988,0.267209767556071,-0.0259603301769647,-0.0192687309744125,0.193137792084623,-0.0472613929693983,0.2123323441262,0.288569369398653,0.120183637582281,-0.109591595604181,0.257301201657154,0.0017609834991731,0.189245228343016,0.27816206572015,-0.00855590563904226,-0.000799875063677044,0.119151579121374,-0.260460783754514,0.305914281920906,0.277227579196602,-0.110552530251276,-0.229575103361122,0.18978035473385,-0.0455315052400644,0.266052994395464,0.341129277086178,0.0235631575498133,-0.0332248008338871,0.157190281219311,0.0498623875939123,0.277731768093402,0.353677253614411,-0.0512285364181207,-0.0434482840436357,0.155407176114476,0.0729529524509715,0.26690261019134,0.403111869138648,-0.0475248212656658,0.0953037516650734,0.109722294151403,0.0132764573337841,0.230706862225122,0.378602401902314,0.00204544828160031,0.0249645917117186,0.161679853723315,0.0668605233421352,0.151664366523219,0.363962044866565,0.141066097716313,0.069245691025465,0.154447952798969,'2'
-0.159666838357966,0.0765821742198244,0.230919191306087,-0.0382300722191764,0.0220819145676992,-0.0303945159378144,-0.160330759416952,0.092070532953383,0.247080387856667,-0.0875814108344913,0.049355566718479,-0.0347513431241266,-0.124584433508312,0.105320918712173,0.29160404525429,-0.0446808995221887,-0.0924755079363141,-0.0149599414766152,-0.158633886373178,0.105516122508098,0.280931524834885,-0.0985840286890122,-0.115328930933757,0.0106543074795742,-0.0609822185443386,0.0413256525006124,0.291946710362267,0.0211956500568257,0.000368501845312391,0.0414278410789508,-0.0622549535109032,0.148058612691929,0.271360536962717,-0.107813026752049,-0.157406817988425,0.00705436372007398,0.0223151911154695,0.217883086947988,0.263742228341785,-0.0512661982486278,-0.0192687309744125,0.193137792084623,-0.0472613929693983,0.2123323441262,0.288569369398653,0.148869444083401,-0.0956980162707547,0.257301201657154,-0.0493075379768464,0.214594473709978,0.256883001220215,-0.0849009098028041,-0.0781211312191197,0.258763530415104,-0.0935356405748256,0.17706149796003,0.308409736981973,0.222540807648671,-0.0990323975283269,0.18978035473385,-0.0227657526200322,0.266052994395464,0.359118137703065,0.00689653391701851,0.000484326542768039,0.157190281219311,0.00848873265189633,0.332615729079491,0.385442826865452,-0.129648759322106,-0.0524482857383888,0.182804185885417,0.0484001212585749,0.26690261019134,0.380988508180688,-0.0329789656803961,0.044961150603377,0.148291343004623,-0.00841465605662372,0.214633591343372,0.404493360163281,0.0152272260963579,-0.00769585158030439,0.124614907019946,0.0278865499366695,0.16747125467838,0.351124463048391,0.0648969712535092,-0.0120079232992135,0.154447952798969,'2'
-0.141667466881267,0.0998374941399805,0.235092538068026,-0.0510842414291025,0.0220819145676992,0.017250941478219,-0.141410751184636,0.11460256211497,0.245031833429437,-0.0875814108344913,0.0312377004547335,-0.0347513431241266,-0.103425144654778,0.126098514920696,0.295928800000757,-0.0446808995221887,-0.105589394147332,0.0448798244298459,-0.135803202974557,0.123649263561343,0.280931524834885,-0.0849375521640416,-0.128966194938156,0.0600902941847989,-0.0417595626988405,0.0563062015320844,0.285521778015081,0.0306159389709705,-0.010318051668745,0.0839555363458382,-0.0397578363543151,0.168676618781082,0.271360536962717,-0.119803737301653,-0.172497058390621,0.0411504550337647,0.0422272078031192,0.240014819072302,0.263742228341785,-0.0512661982486278,-0.0192687309744125,0.264261550439596,-0.0472613929693983,0.2123323441262,0.284570558402328,0.148869444083401,-0.109591595604181,0.257301201657154,-0.0663303784688529,0.265292964443903,0.27429314490198,-0.00855590563904226,-0.124513884912386,0.119151579121374,-0.149177354968055,0.228602611544381,0.301213854416118,0.0893034724886928,-0.147985912215625,0.18978035473385,0.0113828763100162,0.251335709059329,0.378606070038026,0.0568964048154029,0.0229570781272048,0.157190281219311,0.0415876566055092,0.305173748586446,0.373530736896312,-0.0947953269203347,-0.0434482840436357,0.155407176114476,0.0893215065792359,0.252522348796916,0.397906372442657,-0.00388725450985656,0.0953037516650734,0.148291343004623,0.0132764573337841,0.262853403988622,0.382690447943519,-0.0374998851626727,-0.0512431093030017,0.161679853723315,0.0798518478106237,0.151664366523219,0.352729160775663,0.102981534484911,0.0808533502147048,0.154447952798969,'2'
-0.123668095404567,0.0765821742198244,0.222572497782209,-0.0510842414291025,0.0747155191537227,-0.0303945159378144,-0.160330759416952,0.092070532953383,0.275760149837885,-0.0875814108344913,0.0131198341909881,-0.0347513431241266,-0.103425144654778,0.126098514920696,0.259168384655781,-0.0981137278167651,-0.118703280358349,-0.0149599414766152,-0.135803202974557,0.105516122508098,0.257212542725764,-0.0712910756390709,-0.128966194938156,0.0106543074795742,0.0159084048376537,0.0263451034691404,0.282309311841487,0.0211956500568257,0.0110550553593698,0.0414278410789508,0.027733515115449,0.127440606602777,0.284245441705932,-0.119803737301653,-0.127226337184033,-0.0270417275936167,0.101963257866068,0.217883086947988,0.2724110763775,-0.127183802463617,0.017676273869089,0.193137792084623,-0.0265733869903409,0.187652432384076,0.280571747406001,0.120183637582281,-0.0818044369373285,0.257301201657154,-0.0152618569928334,0.214594473709978,0.28589990735649,-0.0849009098028041,-0.0471926287569427,0.119151579121374,-0.0935356405748256,0.17706149796003,0.28922071680636,0.055994138698698,-0.131668073986525,0.103786131495074,-0.0113828763100161,0.280770279731597,0.351622779112696,-0.0764365842469555,-0.0556975524183239,0.157190281219311,0.0498623875939123,0.277731768093402,0.374854302448439,-0.11222204312122,-0.0434482840436357,0.128010166343535,0.0729529524509715,0.252522348796916,0.370577514788707,-0.0620706768509356,0.0248241101786985,0.148291343004623,0.0024309006385802,0.214633591343372,0.358162171696288,-0.024318107347915,0.0140777772810443,0.124614907019946,0.0668605233421352,0.151664366523219,0.365566742593838,0.00142269920117314,0.0576380318362252,0.030889590559794,'2'
