@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute Class {'5','6','7','8','9'}
@data
0.192434424937557,-0.0992844598784784,0.20985990674889,3.04160283462046,-0.0386336468342822,0.617631867981639,0.774644828915888,2.48450328047577,-1.29162488770125,-0.356400928531378,-1.47075559230395,'7'
-0.622686380025093,0.191369042599536,0.0468104411026938,-0.887604224398529,0.135799429093145,-1.25900313179792,-0.118742616935452,0.0733913692067982,0.691872312784672,-0.00407289771397155,-0.895142798176835,'7'
1.47333854702172,-0.00239995905247329,0.535958838041284,0.202699305067472,0.179407698075002,-0.290417325460083,-0.941599474956423,0.452280383834781,0.427406019386548,-0.44448293623573,-0.401760403210744,'7'
0.425326083498314,-0.486822463182498,-0.116239024543503,0.531847540377963,0.528273849929856,0.73870509377387,1.15080796401119,0.624502663211158,-0.0354099940601658,-0.796810967053137,-0.566221201532774,'7'
-0.739132209305471,0.385138044251547,-1.42063474971308,0.223271069774378,-0.0386336468342822,-0.290417325460083,-0.0247018331616268,0.383391472084246,-0.101526567409695,-0.180236913122675,-0.812912399015821,'7'
1.47333854702172,-0.583706964008504,0.780533036510579,-0.908175989105436,-0.0822419158161389,-0.411490551252314,-0.189273204765821,0.00450245745626287,0.162939725988428,-0.356400928531378,0.338313189238395,'7'
1.47333854702172,-0.0992844598784784,0.617483570864382,-0.918461871458888,-0.561932874616562,-1.44061297048627,-1.74094613703394,-1.02883121880188,-1.35774146105078,0.61250115621649,1.16061718084855,'6'
2.05556769342362,-0.486822463182498,0.535958838041284,-0.352738342018981,-0.474716336652849,-1.07739329310958,-0.659477123634948,0.314502560333711,-0.365992860807818,0.348255133103436,-0.730681999854806,'6'
1.24044688846097,-0.971244967312524,0.291384639571989,-0.96989128322615,-0.256674991743566,-1.13792990600569,-1.45882378571246,-0.615497748298632,-0.101526567409695,1.22907521014695,0.173852390916364,'6'
-0.273348892183958,-1.16501396896454,0.535958838041284,-0.908175989105436,-0.0822419158161389,0.799241706669984,0.139869538442567,-0.891053395300811,2.27867007317341,0.260173125399084,1.48953877749261,'8'
1.70623020558248,1.35398305251159,2.32950296014945,2.74331224637033,-0.256674991743566,0.37548541639718,0.821665220802801,2.20894763347362,-1.42385803440031,1.58140324096436,-0.730681999854806,'6'
-0.273348892183958,-1.06812946813853,0.372909372395087,-0.908175989105436,-0.60554114359842,-0.411490551252314,-0.588946535804578,-0.822164483550276,0.361289446037019,0.524419148512139,0.667234785882456,'8'
-0.622686380025093,1.93529005746763,-2.39893154359026,-0.990463047933058,0.0049746221475746,-0.290417325460083,-0.894579083069511,-0.339942101296452,0.29517287268749,-1.14913899787054,-0.812912399015821,'7'
-0.739132209305471,3.67921107233572,1.18815670062607,-0.96989128322615,-0.73636595054399,-0.350953938356198,-1.45882378571246,-1.57994251280624,0.890222032833266,-0.884892974757488,1.81846037413667,'9'
