@relation data
@attribute V1 {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22'}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute Class {'1','10','11','12','13','14','15','16','17','18','19','2','20','21','22','23','24','3','4','5','6','7','8','9'}
@data
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.125107921497057,'1'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.123071604350816,'2'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.127857015036813,'3'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.128163051139716,'4'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.126126733993475,'5'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.127756310849105,'6'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.128773815498929,'8'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.130199368285957,'7'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.0417170069956914,'9'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.128467779396025,'10'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.122766876094506,'11'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.09873650278363,'12'
'1',-0.695399336871151,-0.704988408573261,-0.431337559700498,-0.408210071892072,0.0900363635826133,-0.396983241182678,-0.33678859597789,-0.756947675756041,-0.153891039132807,-9.5495638827665e-07,0.886162137361603,8.7361667267353e-07,0.106174425699668,-0.247112852521859,-0.622291755743677,-0.591723270404563,-0.621227828401879,-0.341007552782338,-0.25637261486444,-0.12918055578954,'13'
