@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute Class {'1','2','3','4','5'}
@data
-1.46454990872458,0.562611434562411,1.54644680741569,'4'
1.23382167580222,0.701430515664856,-0.0171255373742893,'5'
-0.905427868687494,-1.48149953467109,0.996992446120502,'1'
0.851812828571921,-1.68278720226964,0.39235063639257,'1'
-1.12421475391939,-1.63767100091134,0.320622079198952,'1'
1.0844909446122,-1.65849386307671,-0.618752997432538,'1'
1.56026559979904,-1.67237577118695,-0.91254945108009,'1'
-0.516473406052999,-1.63073004685622,-0.555948643920486,'1'
-0.356724251756689,-1.65849386307671,-1.0202881424997,'1'
-1.29438233132199,-1.60643670766329,-1.04771980490587,'1'
1.49775506116135,-1.561320506305,-0.760027679442444,'1'
1.1400558678457,-1.55090907522231,-0.801407461646324,'1'
1.70612352328697,-1.54396812116719,-1.07521629203612,'1'
0.792775097636327,-1.50926335089158,-0.811606551568117,'1'
1.02545321367661,-1.43291285628524,0.0049148688126345,'1'
1.54290156128856,-1.48497001169865,-0.335004376017259,'1'
1.12269182933523,-1.48149953467109,-0.739002860599428,'1'
-1.30480075442827,-1.4537357184506,-0.663881809512331,'1'
-1.16588844634452,-1.4363833333128,-0.194399549489504,'1'
1.39357083009854,-1.4537357184506,-1.05427790615855,'1'
0.0148661723673378,-1.41556047114743,0.580061429084535,'1'
1.38662521469435,-1.41903094817499,-1.0354139114515,'1'
-1.31521917753455,-1.40167856303718,-0.639291630844959,'1'
-0.384506713373439,-1.37738522384425,-0.708200312541134,'1'
-0.540783059967655,-1.35309188465133,0.25058976895207,'1'
1.64361298464928,-1.29756425221035,1.22766042263561,'1'
0.0183389800694316,-1.26980043598986,-0.814588488875759,'1'
0.0530670570903686,-1.29409377518279,-0.762555843681532,'1'
0.723318943594454,-1.25591852787961,-0.187765819392067,'1'
0.452439942831145,-1.26980043598986,-0.784002023231063,'1'
0.549678558489769,-1.25244805085206,-0.891157292133958,'1'
-0.954047176516806,-1.2038613724662,-0.397635863598433,'1'
1.34147871456714,-1.21774328057645,-0.2440877004962,'1'
0.983779521251481,-1.18303851030084,0.0265555225344026,'1'
0.844867213167734,-1.18997946435595,-0.706525673835755,'1'
-0.384506713373439,-1.11709944677717,-0.524443828018001,'1'
0.0877951341113056,-1.0962765846118,1.28541925179016,'1'
-1.16241563864242,-1.15874517110791,-0.579696101174828,'1'
1.32411467605667,-1.14833374002522,-0.441306119386444,'1'
-0.974884022729368,-1.01298513595034,0.65218973874331,'1'
1.53248313818229,-1.13792230894254,-0.946344740566705,'1'
0.810139136146797,-1.12056992380473,0.137859573778365,'1'
-0.773461176007934,-1.08239467650156,-0.524411415655962,'1'
1.0323988290808,-1.05463086028107,-0.160463806434049,'1'
-1.15547002323824,-1.03380799811571,-0.52370914781177,'1'
1.35536994537551,-1.04074895217083,-0.613361741213285,'1'
1.53942875358648,-1.00257370486765,-0.289454203230952,'1'
-0.749151522093277,-1.01992609000546,-0.785698270177803,'1'
0.539260135383487,-1.01992609000546,-0.939451711572952,'1'
-0.794298022220496,-1.01298513595034,-0.915909532611527,'1'
0.796247905338422,-0.957457503509362,0.609978039247079,'1'
0.678172443467235,-0.988691796757412,0.00126307602284029,'1'
0.851812828571921,-0.645114571028861,0.833698966165031,'1'
1.25118571431269,-0.915811779178628,0.184036385564106,'1'
0.0530670570903686,-0.971339411619607,-1.002526168102,'1'
-1.14852440783405,-0.926223210261312,0.132381884593674,'1'
0.060012672494556,-0.936634641343995,-0.612670277489774,'1'
-0.228230366779221,-0.915811779178628,-0.144646573758729,'1'
0.674699635765142,-0.92275273323375,-0.992543160593805,'1'
-0.377561097969251,-0.8915184399857,-0.413928477583668,'1'
-0.638021675626278,-0.898459394040822,-0.0501537342926344,'1'
