@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 {'1','2'}
@attribute V6 {'1','2'}
@attribute V7 numeric
@attribute V8 {'1','2','3'}
@attribute V9 numeric
@attribute V10 {'1','2','3'}
@attribute V11 numeric
@attribute V12 numeric
@attribute Class {'class1','class2','class3','class4','class5'}
@data
-1.00713915763082,-0.22483095530032,-1.44524583933389,-1.21231266662715,'1','1',1.36767356705043,'1',0.117149697579522,'1',1.55737567510441,-1.35915442073841,'class2'
0.52366855942232,1.74507382393757,0.698104293151392,1.23680383160952,'2','1',1.31732946275371,'2',-1.14622939396436,'1',1.31410195806031,1.46973841334343,'class2'
0.862453873852113,0.567413358088831,-1.50478334301403,1.23680383160952,'1','1',-0.472235631313575,'1',1.38052878912341,'1',1.65873972387279,0.055291996302508,'class2'
-0.02842602705586,-0.77619017340223,0.340879271070512,1.23680383160952,'1','2',1.31464444385789,'3',0.117149697579522,'3',-0.0644491051896393,1.46973841334343,'class3'
0.753707970454896,1.02241853807584,0.102729256349926,1.23680383160952,'2','2',-0.413165215605428,'1',0.117149697579522,'3',-1.28081769041018,0.055291996302508,'class3'
-1.11588506102803,-0.749425162814757,0.817179300511686,0.0122455824911816,'1','1',-0.466194338797969,'2',-1.14622939396436,'1',-0.104994724696991,-1.35915442073841,'class2'
0.544581233152554,-0.754778164932253,1.65070435203374,0.0122455824911816,'1','2',1.36633105760251,'1',-1.14622939396436,'3',-1.28081769041018,0.055291996302508,'class3'
1.6655005450931,-0.165947932007883,-1.50478334301403,-1.21231266662715,'2','2',1.42607272803462,'2',1.38052878912341,'3',-0.145540344204343,0.055291996302508,'class3'
-1.18280561696478,1.43995270324039,-0.373570773091247,-1.21231266662715,'1','1',-0.524593499782161,'3',-1.14622939396436,'2',1.69928534338014,0.055291996302508,'class2'
0.987929916233518,-1.11878230892186,0.340879271070512,0.0122455824911816,'2','1',0.958208185437132,'1',0.117149697579522,'1',0.928918572740468,-1.35915442073841,'class3'
0.891731617074441,-0.770837171284735,0.340879271070512,0.0122455824911816,'1','1',-1.30123521539951,'1',1.38052878912341,'1',-0.814543066075638,1.46973841334343,'class2'
0.665874740787912,1.25795063124559,-0.730795795172127,-1.21231266662715,'1','1',-0.722613643349246,'1',1.38052878912341,'1',-1.30109050016386,-1.35915442073841,'class3'
0.728612761978615,1.37571667783046,0.757641796831539,0.0122455824911816,'1','1',1.42741523748253,'1',0.117149697579522,'1',-0.104994724696991,-1.35915442073841,'class3'
-0.626528495740556,1.2472446270106,0.102729256349926,0.0122455824911816,'2','1',1.42607272803462,'2',-1.14622939396436,'1',0.158551802100792,-1.35915442073841,'class3'
1.6655005450931,-0.701248143757309,1.53162934467345,1.23680383160952,'1','1',-0.420549017568946,'1',0.117149697579522,'1',-1.30109050016386,1.46973841334343,'class2'
