@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute Class {'1','10','100','11','12','13','14','15','16','17','18','19','2','20','21','22','23','24','25','26','27','28','29','3','30','31','32','33','34','35','36','37','38','39','4','40','41','42','43','44','45','46','47','48','49','5','50','51','52','53','54','55','56','57','58','59','6','60','61','62','63','64','65','66','67','68','69','7','70','71','72','73','74','75','76','77','78','79','8','80','81','82','83','84','85','86','87','88','89','9','90','91','92','93','94','95','96','97','98','99'}
@data
-0.6899538537022,-0.635366691861046,-0.176983659179509,0.358141807833468,-0.357753911763693,-0.397503128136519,0.24373156608763,1.75674673741728,-0.777967265692607,-0.193816977093872,-0.333166179952036,0.301068241556166,-0.342552666761771,-0.605038719324039,-0.00025260971796533,-0.103473018806263,0.939431712754467,0.307522930278537,1.44774644728085,-0.350152695470393,0.332593900705753,-0.41131248231019,-0.232904426192037,-0.289724786267411,-0.549158250156385,2.16714956501276,-0.509112784338938,1.13025142905801,0.208163799125376,-0.0421204870261217,-0.422156314963502,-0.507657222359085,-0.370723708005715,0.358831989718252,0.154989775717642,-0.146626520007597,0.132678196026249,0.09960120237712,0.0492243157742492,-0.404097408253385,-0.291296693541945,0.90463514955483,0.779535865083368,0.264898001235645,0.817595649509287,-0.176346849866194,0.177049682153434,0.327292443839399,-0.534813197499362,0.785651375097588,-0.80131048805571,-0.0991960494711134,0.923747506967486,-0.647592652751519,-0.293778432146905,-0.67053495575608,-0.673271094701599,0.787576695539773,-0.115533286727334,1.72785080746991,0.226743822303924,-0.475265971555278,-0.394049525289715,-0.471822507731788,'1'
-0.59026637113454,-0.381681926083764,-0.176983659179509,0.0833242546896053,-0.0353794922839143,-0.170260967948894,0.0176468804274726,-0.398775245908185,-0.563918515439683,0.170852567602304,-0.634438855719366,-0.68705826896815,-0.595544743293944,-0.298269648892334,-0.40973982052409,-0.103473018806263,2.73342973614493,-0.382300384662682,-0.343453083495885,1.81393983959233,-0.0766720916298767,-0.41131248231019,-0.232904426192037,-0.446685479368078,-0.549158250156385,1.52251629245639,-0.509112784338938,0.99042150001917,-0.132899559507212,1.39442493725682,-0.422156314963502,-0.507657222359085,0.977656914156635,-0.498089392900872,1.01853924222189,-0.146626520007597,0.305689626388495,-0.0697505681892515,0.635875137371476,-0.219807728835813,-0.291296693541945,-0.0176269554002341,0.31346956153841,-0.0731950042026757,0.0191789304631774,-0.326712097783746,0.450984259477259,0.197353905823547,-0.534813197499362,0.106230778658171,-0.562655895546781,0.166614289212711,0.708228503006945,-0.521394497125358,-0.0224465857561997,-0.67053495575608,0.932369916493581,-0.147624395821196,0.485458264114266,-0.492834100725193,1.00862856269828,-0.101887426866924,1.09128257234307,-0.471822507731788,'1'
-0.291152880173716,-0.686098449751998,-0.176983659179509,0.770403316447513,0.179500112236225,0.0948516537837808,0.24373156608763,-0.398775245908185,-0.349869765186758,0.0492960527035783,-0.257857651118862,-0.522384570269115,-0.679868239405785,-0.144885113676481,-0.00025260971796533,-0.103473018806263,1.11882232970606,-0.123633197319284,0.48325981875974,0.633479942999513,0.230290498295477,-0.41131248231019,-0.232904426192037,0.338198355153742,-0.549158250156385,2.00601187381827,-0.509112784338938,-0.268119458836297,-0.218165399165359,1.15501091552839,-0.540066406727595,-0.405762402594922,0.487359510491941,-0.498089392900872,-0.708559690786605,-0.0257032719342279,0.997823935359427,0.09960120237712,-0.537426505822977,-0.588387087670957,-0.12046382438731,1.16811933489381,-0.152644470250638,-0.0731950042026757,0.0990165144218611,-0.477077345701299,-0.644800804311522,-0.257464243626719,-0.41234991542864,-0.0069963247504967,-0.80131048805571,0.698234966580359,2.43204956104813,-0.395196341499197,0.791595263681555,-0.67053495575608,0.330293072679657,0.0601862460525064,0.785969425115702,-0.17553539035662,1.00862856269828,-0.475265971555278,-0.49306490524933,-0.471822507731788,'1'
-0.191465397606055,-0.432413683974715,0.20321414416188,-0.191528477352509,-0.142819294543984,0.965930442071902,0.24373156608763,-0.398775245908185,-0.777967265692607,0.535584353217527,-0.107240593452512,-0.192952854540938,-0.595544743293944,-0.451654184108187,-0.13674834665334,-0.103473018806263,0.580558624976752,-0.123633197319284,-0.067835086302206,1.42048678420436,-0.485885701270981,-0.220519252355295,-0.232904426192037,0.338198355153742,-0.703567453836691,2.65056263859625,-0.330290220258768,0.291200257319062,-0.644538256360169,-0.281534508754549,-0.422156314963502,-0.507657222359085,0.487359510491941,-0.498089392900872,0.0110771459640113,-0.630381428966753,0.132678196026249,0.184277087660306,0.489156117097448,-0.772676767088529,-0.291296693541945,1.16811933489381,0.406682822247401,0.264898001235645,0.178854098380545,-0.176346849866194,-0.644800804311522,-0.127492439216085,-0.534813197499362,0.219457882066839,-0.642193851036531,0.698234966580359,1.57013903202754,-0.395196341499197,-0.112890534553101,-0.452175609815995,0.932369916493581,0.475860732729219,0.064754947176764,-0.651442849470989,-0.555140918090436,-0.288576699211101,0.101078073627642,-0.471822507731788,'1'
-0.490578888566879,-0.483145441865667,-0.176983659179509,0.0833242546896053,-0.680073318543902,-0.624745288324144,-0.208379938663536,-0.398775245908185,-0.135821014933834,-0.0722604621951471,0.570574726480692,-0.35771087157008,0.0369246539381641,-0.451654184108187,-0.546305447749754,-0.103473018806263,0.221777391073565,0.307522930278537,0.896651542218906,-0.940433008981263,0.0256313107803992,-0.220519252355295,-0.232904426192037,0.181237662053075,-0.394749046476079,-0.0889431272669648,-0.330290220258768,-0.407949387875137,0.122897959467229,-0.0421204870261217,-0.540066406727595,-0.405762402594922,1.10023126507281,-0.498089392900872,-0.132835483789619,1.18359112546514,-0.0403332343359976,0.353628858226677,-0.390707485548949,-0.588387087670957,-0.462129562696579,2.22212353251836,0.220256300829418,-0.580421069709219,1.37649961667935,-0.477077345701299,-0.462177752762306,-0.192494974618793,-0.41234991542864,0.106230778658171,-0.0853874365686004,0.432424627896535,0.169568898790237,-0.647592652751519,0.248931570900146,-0.452175609815995,0.932369916493581,1.51496714502704,0.785969425115702,0.61750835337236,-0.555140918090436,-0.475265971555278,-0.592080285208945,-0.471822507731788,'1'
-0.0917779150383953,-0.635366691861046,-0.633259957936061,0.839107704733479,-0.0353794922839143,0.511446121696652,-0.0953665291180321,1.03823940964212,-0.777967265692607,0.900253897913703,-0.408474708785211,-0.192952854540938,-0.384714414817691,-0.605038719324039,-0.13674834665334,-0.103473018806263,1.47760356360925,0.307522930278537,0.345486092494254,0.240026887611551,-0.383582298860705,-0.602105712265084,-0.232904426192037,0.0241965999339226,-0.703567453836691,0.716827836483906,-0.509112784338938,0.0115403992413826,-0.0476337198490647,0.915596893799962,-0.540066406727595,-0.405762402594922,-0.370723708005715,1.21575337233738,0.154989775717642,0.578974885098296,-1.25150183439367,-0.408497466150096,0.0492243157742492,-0.404097408253385,-0.376713128119262,0.509408871546366,0.499896082956393,0.0958514985164844,0.578042018173964,-0.0259046100142241,-0.0055733693957815,0.13238463681562,-0.534813197499362,0.332684985475507,-0.960386399035211,-0.365006388154938,1.46240711118419,-0.395196341499197,-0.56515658880325,-0.452175609815995,0.932369916493581,-0.147624395821196,0.305170030210168,0.458899604626564,1.00862856269828,-0.288576699211101,0.794236432464229,-0.471822507731788,'1'
-0.490578888566879,0.0749298712573245,0.659490442918432,-0.260232865638475,-0.465193714023763,-0.473244051226617,0.695785204269648,-0.398775245908185,0.292386085546542,-0.0722604621951471,0.871847402248021,-0.522384570269115,-0.0474204303703264,-0.298269648892334,-0.819296921620503,-0.103473018806263,1.65699418056084,-0.0374108015381508,1.30997272101537,-0.153426167776411,-0.281278896450429,-0.41131248231019,-0.232904426192037,-0.289724786267411,-0.549158250156385,-0.250080818461461,-0.509112784338938,-0.128289529797458,0.0376321198090822,-0.52100982439535,-0.422156314963502,-0.507657222359085,0.242210808659594,-0.498089392900872,0.0110771459640113,0.941744629318403,0.478701056750741,-0.0697505681892515,-0.684070439597377,-0.219807728835813,-0.376713128119262,3.01264354480393,0.126995311876336,-0.411374566990058,-0.300212284830829,-0.627442593618851,-0.0968848951703895,-0.452372050650499,-0.534813197499362,0.67242427168892,-0.562655895546781,0.166614289212711,0.492764661320262,-0.647592652751519,0.701151314884654,-0.67053495575608,-0.472578813430291,0.787576695539773,0.184947103112829,0.776117102118156,1.00862856269828,-0.288576699211101,0.299108833546872,-0.250449750975702,'1'
0.307023058490089,-0.381681926083764,0.279253704830158,-0.260232865638475,0.609314333976073,-0.246001891038992,0.24373156608763,-0.398775245908185,0.292386085546542,0.170852567602304,-0.408474708785211,-0.192952854540938,-0.131743926482168,-0.144885113676481,-0.00025260971796533,-0.103473018806263,1.65699418056084,-0.554789324917104,-0.067835086302206,-0.350152695470393,0.230290498295477,-0.41131248231019,-0.232904426192037,0.495159048254409,-0.394749046476079,2.16714956501276,-0.151467656178598,0.431030186357902,0.80506833563648,0.0775865238380921,-0.422156314963502,-0.303867582830758,0.977656914156635,-0.498089392900872,-0.276748113543249,-0.267549768080966,0.824812504997181,0.438348100337964,-0.0974196180001503,-0.404097408253385,-0.462129562696579,0.114115137269253,0.220256300829418,0.0958514985164844,0.0191789304631774,-0.477077345701299,-0.27955470121309,-0.0625231702081588,-0.41234991542864,-0.0069963247504967,-0.80131048805571,-0.365006388154938,1.35467519034085,-0.268998185873035,0.248931570900146,-0.452175609815995,0.932369916493581,-0.45934035863175,-0.175629364695366,-0.17553539035662,-0.555140918090436,-0.101887426866924,-0.196018765370486,0.192295762536471,'1'
-0.490578888566879,-0.381681926083764,-0.100944098511231,-0.0541197007805778,-0.250259096804054,-0.132390506403844,-0.208379938663536,-0.398775245908185,-0.563918515439683,1.50809871332638,-0.86036444221889,-0.0282791558419035,-0.469059499126182,-0.605038719324039,-0.13674834665334,-0.103473018806263,0.760041095802873,-0.641011720698237,-0.481226809761372,0.633479942999513,0.332593900705753,-0.220519252355295,-0.232904426192037,0.809080434455743,-0.549158250156385,0.716827836483906,-0.509112784338938,0.57093171290265,-0.218165399165359,1.99302128549026,-0.304246223199409,-0.405762402594922,0.242210808659594,2.0726747549565,0.730713982714628,-0.87222792511349,0.305689626388495,-0.239102338755623,1.07580693869467,-0.0355180494182402,-0.205880258964627,-0.0176269554002341,0.779535865083368,0.602991006673965,-0.53972503670688,-0.0259046100142241,-0.0968848951703895,0.327292443839399,-0.534813197499362,-0.0069963247504967,-0.642193851036531,-0.365006388154938,2.43204956104813,-0.395196341499197,0.158441311837603,-0.233816263875911,2.33731864641745,-0.45934035863175,0.184947103112829,-0.17553539035662,0.226743822303924,-0.288576699211101,0.101078073627642,-0.471822507731788,'1'
0.107597050096925,-0.483145441865667,-0.329062780516064,0.289437419547502,0.394379716756364,0.322093813971406,0.356744975633134,1.03823940964212,-0.777967265692607,0.170852567602304,-0.483783237618386,-0.0282791558419035,-0.553382995238023,-0.605038719324039,0.13624312721741,-0.103473018806263,1.29821294665765,-0.209855593100416,0.896651542218906,-0.546979953593301,0.537200705526305,0.161067207554495,-0.232904426192037,0.809080434455743,-0.703567453836691,0.716827836483906,-0.509112784338938,1.27008135809685,-0.559272416702022,1.15501091552839,-0.304246223199409,-0.507657222359085,0.364785159575768,0.358831989718252,0.586727664978533,-0.146626520007597,-0.732467543306929,-0.91655277784921,0.342512183323049,-0.588387087670957,-0.0350036537963844,-0.149369048069722,0.126995311876336,0.772037509393125,-0.140537116913462,0.274825885820881,-0.73611233008613,0.977051666708226,-0.41234991542864,-0.233450531567833,-0.88084844354546,-0.0991960494711134,1.03147942781083,-0.142800030246874,1.0629734203379,-0.67053495575608,0.330293072679657,-0.563245679568602,0.184947103112829,-0.651442849470989,1.00862856269828,-0.288576699211101,0.101078073627642,-0.471822507731788,'1'
