@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute Class {'1','2','3','4'}
@data
0.639794059353389,-0.692978919762351,0.801649914574763,-1.03036229158265,'4'
0.639794059353389,-0.68133391677751,0.801649914574763,-1.03036229158265,'4'
0.639794059353389,-0.68133391677751,0.805203283904505,-1.03036229158265,'4'
0.638190780282046,-0.690067669016141,0.805203283904505,-1.02914380736375,'4'
0.63498422213936,-0.67551141528509,0.798096545245023,-1.02670683892595,'4'
0.628571105853987,-0.66968891379267,0.792766491250412,-1.02183290205036,'4'
-0.857668593281137,-0.658043910807829,0.78565975259093,-1.01452199673696,'2'
-0.872098104923226,-0.643487657076777,0.78210638326119,-1.00599260720467,'2'
-0.886527616565315,-0.628931403345725,0.771446275271967,-0.996244733453476,'2'
-0.896147290993373,-0.623108901853305,0.762562851947615,-0.986496859702284,'2'
-0.905766965421432,-0.599818895883623,0.750126059293521,-0.977967470169991,'2'
-0.851255476995765,-0.591085143644993,0.751902743958392,-0.973093533294395,'2'
-0.846445639781735,-0.582351391406362,0.755456113288134,-0.973093533294395,'2'
-0.851255476995765,-0.585262642152572,0.757232797953004,-0.975530501732193,'2'
-0.844842360710392,-0.585262642152572,-0.321214793623327,-0.976748985951092,'2'
-0.843239081639049,-0.585262642152572,-0.326544847617937,-0.976748985951092,'2'
-0.83842924442502,-0.585262642152572,-0.326544847617937,-0.976748985951092,'2'
-0.76307512807189,-0.588173892898782,-0.317661424293586,-0.976748985951092,'2'
-0.759868569929204,-0.591085143644993,-0.321214793623327,-0.976748985951092,'2'
-0.764678407143233,-0.593996394391203,-0.324768162953068,-0.976748985951092,'2'
-0.609160337222945,-0.596907645137413,-0.321214793623327,-0.976748985951092,'4'
-0.0287733133967154,-0.599818895883623,-0.312331370298974,-0.976748985951092,'4'
0.562836663928917,-0.602730146629834,-0.308778000969233,-0.980404438607789,'4'
0.561233384857573,-0.605641397376044,-0.299894577644882,-0.986496859702284,'4'
0.55963010578623,-0.608552648122254,-0.29456452365027,-0.986496859702284,'4'
0.558026826714887,-0.605641397376044,-0.308778000969233,-0.980404438607789,'4'
0.556423547643544,-0.605641397376044,-0.310554685634105,-0.982841407045587,'4'
0.556423547643544,-0.605641397376044,-0.305224631639492,-0.982841407045587,'4'
0.553216989500858,-0.605641397376044,-0.308778000969233,-0.981622922826688,'4'
0.546803873215485,-0.608552648122254,-0.307001316304364,-0.97918595438889,'4'
0.53878747785877,-0.611463898868464,-0.314108054963845,-0.975530501732193,'4'
0.52916780343071,-0.611463898868464,-0.330098216947679,-0.970656564856597,'4'
0.517944849931308,-0.611463898868464,1.27069466610054,-0.964564143762102,'4'
0.514738291788622,-0.614375149614674,1.25825787344645,-0.958471722667606,'4'
0.505118617360563,-0.617286400360885,-0.353195117590994,-0.951160817354212,'4'
-1.14144898890888,-0.617286400360885,-0.374515333569439,-0.943849912040819,'2'
0.469846477791013,-0.617286400360885,-0.388728810888402,-0.936539006727424,'4'
0.455416966148923,-0.617286400360885,-0.402942288207365,-0.928009617195131,'4'
0.439384175435492,-0.620197651107095,-0.417155765526328,-0.915824775006141,'4'
0.424954663793403,-0.620197651107095,-0.433145927510161,-0.907295385473847,'4'
-0.174671708888944,-0.620197651107095,-0.443806035499384,-0.902421448598251,'4'
-0.193911057745063,-0.620197651107095,1.17297700953267,-0.889018122190362,'4'
-0.206737290315808,-0.617286400360885,1.16231690154346,-0.880488732658069,'4'
-0.219563522886553,-0.617286400360885,1.15165679355423,-0.843934206091098,'4'
-0.232389755457299,-0.617286400360885,1.14632673955962,-0.843934206091098,'4'
-0.243612708956701,-0.617286400360885,1.14099668556501,-0.848808142966694,'4'
-0.256438941527447,-0.614375149614674,1.13211326224065,-0.836623300777704,'4'
0.303105454371323,-0.614375149614674,1.11434641559195,-0.840278753434401,'4'
-0.254835662456103,-0.611463898868464,1.10368630760273,-0.835404816558804,'4'
0.271039872944459,-0.611463898868464,1.10368630760273,-0.825656942807612,'4'
0.25661036130237,-0.608552648122254,1.81258348888602,-0.81590906905642,'4'
0.240577570588938,-0.605641397376044,1.8019233808968,-0.806161195305228,'4'
0.224544779875506,-0.573617639167731,1.79303995757244,-0.801287258429632,'4'
0.208511989162074,-0.576528889913942,1.78415653424809,-0.786665447802843,'4'
0.194082477519986,-0.573617639167731,1.77349642625887,-0.852463595623391,'4'
0.178049686806554,-0.576528889913942,1.76816637226426,-0.848808142966694,'4'
0.163620175164466,-0.573617639167731,1.75928294893991,-0.761077279205964,'4'
0.147587384451033,-0.570706388421521,1.74329278695607,-0.751329405454771,'4'
