@relation data
@attribute V1 {'1','2'}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute Class {'1','2','3','4'}
@data
'1',0.424634517705994,1.11076537630045,0.100309006667066,0.670421437931176,0.696368712462414,'1'
'2',-0.457298711375686,-0.835502285192832,-0.290837912947644,-0.462141214222032,-0.36919279267509,'1'
'1',-0.392314157653878,-0.782722145220133,0.617181721872219,-0.944321353257558,-0.0813687079540404,'4'
'2',0.192546825842394,-0.024007633112582,1.01531340790862,0.0761063828408785,1.13729071458828,'4'
'1',1.15803162399497,1.69134691600014,1.85348537851157,1.07410713572836,2.33145447034583,'4'
'2',-0.364463634630246,0.226698031757739,0.875618079474795,-0.372433281378214,1.21077771494259,'4'
'2',-0.800788495333815,-0.446248752894176,-0.297822679369335,-0.394860264589168,0.769855712816725,'4'
'1',-0.800788495333815,-0.795917180213308,-0.870573525948019,-0.820972945597306,-0.791743044712376,'4'
'2',0.0904282414224105,0.17391789178504,0.714968451775896,-0.13694995766319,0.892334046740576,'2'
'1',1.99354731470393,2.31811107817594,0.875618079474795,2.12817534664322,1.75580630090373,'2'
'1',-0.503716249748407,-0.386871095424889,-0.304807445791027,-0.630343588304192,-0.148731791612158,'2'
'2',0.173979810493306,0.490598731621235,-0.0603406210318331,-0.13694995766319,-0.595777710434214,'2'
'1',-0.735803941612007,-0.657369312784972,-0.884543058791401,-0.854613420413738,-0.767247377927606,'2'
'2',-0.438731696026598,-0.532016480349812,-0.563243803393603,-0.59670311348776,-0.767247377927606,'2'
'1',-0.0952419120684699,0.154125339295278,-0.374655110007939,0.513432555454493,0.0104900424888479,'3'
'2',-0.32732960393207,-0.30770088546584,-0.311792212212718,-0.080882499635804,-0.448803709725593,'3'
'1',-0.986458648824695,-0.987245187614342,-0.961375489430005,-1.04524277770685,-1.12855846300297,'3'
'2',-0.912190587428343,-0.84209980268942,-0.982329788695078,-1.01160230289042,-1.13468237969916,'3'
'2',-0.42016468067751,-0.393468612921476,-0.786756328887724,-0.697624537937055,-0.932593128724805,'3'
'1',-0.772937972310183,-1.12579305504268,-0.737862963935885,-0.865826912019215,-1.07344321273723,'3'
'1',-0.661535880215655,-0.828904767696245,-0.758817263200958,-0.820972945597306,-1.0183279624715,'1'
'2',1.39011931585857,0.0287725068601173,0.51241022554685,3.15981657434714,0.200331460070817,'1'
'2',-0.308762588582982,0.266283136737264,-0.688969598984046,0.132173840868265,-0.00788170759972962,'1'
'1',0.359649963984186,0.32566079420655,-0.395609409273013,0.434938114216152,-0.283457958928394,'1'
'2',-0.28091206555935,0.0419675418532921,-0.220990248730732,-0.394860264589168,0.0717292094507734,'1'
'1',-0.559417295795671,-0.4858338578737,-0.521335204863456,-0.551849147065851,-0.559034210257059,'1'
'1',-0.754370956961095,-0.538613997846399,-0.961375489430005,-0.686411046331578,-0.785619128016183,'4'
'2',-0.550133788121127,-1.06641539757339,-0.00446248965830303,-1.07888325252328,-0.638645127307562,'4'
'2',-0.865773049055623,-0.894879942662119,-0.332746511477792,-1.10131023573424,-0.191599208485506,'4'
'1',-0.32732960393207,-0.479236340377113,0.253973867944274,-0.697624537937055,0.475907711399482,'4'
'2',-0.438731696026598,-0.525418962853224,0.240004335100891,0.177027807290174,-0.0140056242959224,'4'
'1',0.0161601800260584,-0.690356900267909,0.372714897113025,-0.551849147065851,0.0166139591850406,'4'
'2',-0.14165945044119,-0.696954417764497,-0.0463710881884506,-0.226657890507009,-0.338573209194127,'4'
'1',-0.113808927417558,-0.822307250199657,-0.0324015553450681,0.311589706555902,-1.097938879522,'4'
'1',2.03996485307665,0.332258311703137,2.49608388930717,0.636780963114744,1.22914946503117,'2'
'2',-0.642968864866567,-1.06641539757339,-0.591182869080368,-0.529422163854896,-0.785619128016183,'2'
'1',-0.782221479984727,-1.0598178800768,-0.70992389824912,-0.731265012753487,-1.03057579586389,'2'
'2',1.20444916236769,0.747901913988144,1.23184116698105,1.65720869921318,0.861714463259613,'2'
'2',-0.392314157653878,-0.762929592730371,-0.123203518827054,-0.865826912019215,-0.00788170759972962,'2'
'1',-0.782221479984727,-0.545211515342987,-0.87755829236971,-0.832186437202783,-0.797866961408568,'2'
'1',-0.345896619281158,-0.532016480349812,-0.570228569815295,-0.798545962386351,-0.92034529533242,'3'
'2',0.860959378409563,0.160722856791865,0.428593028486555,-0.282725348534395,-0.228342708662661,'3'
'2',0.433918025380538,0.0881501643294041,-0.0393863217667593,0.300376214950424,0.00436612579265549,'2'
'1',-0.0116903429975736,-0.0306051506091692,0.435577794908246,-0.080882499635804,0.0839770428431586,'2'
'1',-1.07929372557013,-1.20496326500173,-1.03820792006861,-1.25829911821092,-1.19592154666108,'2'
'2',-0.689386403239287,-0.644174277791798,-0.800725861731106,-0.372433281378214,-0.99383229568673,'2'
'2',-0.485149234399319,-0.208738123017029,-0.549274270550221,-0.237871382112486,-0.742751711142836,'2'
'1',0.406067502356906,0.932632403892591,-0.339731277899483,0.771342862380471,0.169711876589855,'2'
'2',-0.466582219050231,-0.353883507941952,-0.926451657321549,0.244308756923038,-0.908097461940034,'3'
'1',0.517469594451435,0.714914326505207,0.226034802257509,0.69284842114213,0.561642545146178,'3'
'2',-0.967891633475607,-0.657369312784972,-0.996299321538461,-0.899467386835647,-0.99383229568673,'3'
'1',-1.14427827929194,-1.25114588747784,-1.05217745291199,-1.30315308463283,-1.31839988058494,'3'
'1',-0.735803941612007,-0.762929592730371,-0.472441839911617,-0.921894370046604,-0.914221378636227,'3'
'2',-0.856489541381079,-0.591394137819098,-1.0451926864903,-0.854613420413738,-0.938717045420997,'3'
'1',-0.253061542535718,-0.769527110226958,0.798785648836192,-0.394860264589168,-0.436555876333208,'3'
'2',-0.178793481139366,-0.558406550336161,-0.165112117357202,0.210668282106606,-0.608025543826599,'3'
'1',-1.09786074091922,-1.31052354494712,-1.0451926864903,-1.09009674412876,-1.28165638040778,'1'
'2',-1.10714424859377,-1.2181582999949,-0.807710628152797,-0.506995180643941,-1.22041721344585,'1'
'1',0.554603625149611,0.582963976573459,0.205080502992435,0.468578589032584,0.506527294880445,'1'
'2',0.935227439805915,0.0815526468328165,2.04905883831893,-0.170590432479622,0.85559054656342,'1'
'1',1.17659863934406,1.28230083121172,0.931496210848325,1.38808490068172,1.40061913252456,'1'
'2',-0.123092435092102,-0.221933158010204,0.379699663534716,0.10974685765731,1.13116679789209,'1'
'1',0.554603625149611,1.20313062125267,1.05023724001708,0.513432555454493,1.4496104660941,'1'
'2',0.164696302818762,0.622549081552983,0.749892283884353,0.00882543320801459,1.07605154762635,'1'
'2',-0.457298711375686,-0.452846270390763,0.498440692703468,-0.663984063120624,0.298314127209898,'4'
'1',-0.132375942766646,0.998607578858465,-1.00328408796015,1.18624205178313,-0.0691208745616552,'4'
'1',-0.410881173002966,-0.406663647914651,0.0793547074019921,-0.0472420248193721,0.414668544437557,'4'
'2',2.62482583657292,3.0768255902835,1.97921117410201,2.34123168714729,2.57641113819353,'4'
'2',-0.772937972310183,-0.927867530145056,-0.332746511477792,-0.697624537937055,-0.258962292143624,'4'
'1',-0.438731696026598,-0.142762948051155,-0.00446248965830303,-0.88825389523017,0.224827126855588,'4'
'1',0.27609839491329,1.03819268383799,0.00950704318507949,0.468578589032584,0.408544627741364,'2'
'2',-0.624401849517479,0.549976389090522,-0.793741095309415,0.0536793996299239,-0.277334042232202,'2'
'2',0.471052056078714,0.926034886396004,0.442562561329938,-0.226657890507009,1.34550388225882,'2'
'1',0.331799440960554,0.754499431484731,0.596227422607145,0.367657164583288,0.512651211576637,'2'
'2',0.628871686545962,1.77711464345578,0.142217605197214,0.928331744857155,0.641253462196681,'2'
'1',0.795974824687755,2.10039300078856,0.428593028486555,1.75813012366247,1.37612346573979,'2'
'2',0.331799440960554,1.23611820873561,-0.0882796867185982,1.01803967770097,0.500403378184252,'3'
'1',-0.531566772772038,0.114540234315753,-0.905497358056475,0.233095265317561,-0.852982211674301,'3'
'2',-0.51299975742295,-1.07301291506998,-0.716908664670811,-0.686411046331578,-0.926469212028612,'3'
'1',-0.717236926262919,-0.63757676029521,-1.0451926864903,-0.619130096698714,-1.04894754595246,'3'
'1',-0.940041110451975,-0.941062565138231,-0.947405956586622,-1.20223166018353,-1.08569104612962,'3'
'2',-0.113808927417558,-0.228530675506791,-0.130188285248745,-0.708838029542533,-0.399812376156053,'3'
'1',0.489619071427802,-0.565004067832749,0.526379758390232,-0.181803924085099,-0.565158126953252,'3'
'2',3.60887765007459,2.11358803578174,3.10375856799431,3.10374911631975,1.94564771848569,'3'
'2',-1.03287618719742,-0.954257600131405,-0.919466890899857,-1.03402928610137,-0.914221378636227,'1'
'1',-0.800788495333815,-0.921270012648468,-0.835649693839562,-1.09009674412876,-0.834610461585724,'1'
'1',3.46962503495643,0.648939151539333,-0.0463710881884506,2.17302931306513,-0.816238711497146,'1'
'2',-0.615118341842935,-0.340688472948777,-0.842634460261253,-0.540635655460373,-0.497795043295134,'1'
'1',-1.02359267952287,-0.99384270511093,-0.975345022273387,-1.19101816857806,-0.987708378990538,'1'
'2',1.14874811632043,1.75072457346943,1.50424705742701,0.715275404353085,1.9395238017895,'1'
'2',-0.206644004162998,0.180515409281627,-0.255914080839188,-0.439714231011077,-0.0629969578654627,'1'
'1',-0.633685357192023,-0.604589172812273,-0.144157818092128,-0.966748336468513,0.15746404319747,'1'
'1',-0.921474095102887,-0.947660082634818,-1.01725362080353,-0.921894370046604,-0.791743044712376,'4'
'2',1.04662953190044,-0.591394137819098,0.2330195686792,0.591926996692834,0.0839770428431586,'4'
'1',1.0373460242259,1.48022635610935,1.9093635098851,0.524646047059971,2.01301080214381,'4'
'2',0.925943932131371,1.48682387360593,0.337791065004569,0.782556353985948,0.904581880132961,'4'
