@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute Class {'1','2','3','4'}
@data
0.628816874435286,-0.700077785668489,'4'
0.628816874435286,-0.688463720183302,'4'
0.627216214697787,-0.697174269297192,'4'
0.62401489522279,-0.682656687440708,'4'
0.617612256272794,-0.676849654698115,'4'
-0.866199320388767,-0.665235589212928,'2'
-0.880605258026259,-0.650718007356444,'2'
-0.895011195663749,-0.636200425499959,'2'
-0.904615154088743,-0.630393392757366,'2'
-0.914219112513737,-0.607165261786991,'2'
-0.859796681438771,-0.598454712673101,'2'
-0.854994702226275,-0.58974416355921,'2'
-0.859796681438771,-0.592647679930507,'2'
-0.853394042488776,-0.592647679930507,'2'
-0.851793382751277,-0.592647679930507,'2'
-0.84699140353878,-0.592647679930507,'2'
-0.771760395876327,-0.595551196301803,'2'
-0.768559076401329,-0.598454712673101,'2'
-0.773361055613826,-0.601358229044398,'2'
-0.618097061076424,-0.604261745415694,'4'
-0.0386582361017913,-0.607165261786991,'4'
0.551985207035335,-0.610068778158288,'4'
0.550384547297836,-0.612972294529585,'4'
0.548783887560337,-0.615875810900882,'4'
0.547183227822838,-0.612972294529585,'4'
0.545582568085339,-0.612972294529585,'4'
0.542381248610341,-0.612972294529585,'4'
0.535978609660345,-0.615875810900882,'4'
0.527975310972851,-0.618779327272178,'4'
0.518371352547856,-0.618779327272178,'4'
0.507166734385363,-0.618779327272178,'4'
0.503965414910366,-0.621682843643475,'4'
0.494361456485372,-0.624586360014772,'4'
-1.14951609392609,-0.624586360014772,'2'
0.459146942260394,-0.624586360014772,'4'
0.444741004622903,-0.624586360014772,'4'
0.428734407247913,-0.627489876386069,'4'
0.414328469610422,-0.627489876386069,'4'
-0.184318272214199,-0.627489876386069,'4'
-0.203526189064187,-0.627489876386069,'4'
-0.216331466964179,-0.624586360014772,'4'
-0.22913674486417,-0.624586360014772,'4'
-0.241942022764163,-0.624586360014772,'4'
-0.253146640926655,-0.624586360014772,'4'
-0.265951918826648,-0.621682843643475,'4'
0.2926783295605,-0.621682843643475,'4'
-0.264351259089148,-0.618779327272178,'4'
0.26066513481052,-0.618779327272178,'4'
0.246259197173028,-0.615875810900882,'4'
0.230252599798039,-0.612972294529585,'4'
0.214246002423048,-0.581033614445319,'4'
0.198239405048059,-0.583937130816617,'4'
0.183833467410568,-0.581033614445319,'4'
0.167826870035578,-0.583937130816617,'4'
0.153420932398087,-0.581033614445319,'4'
0.137414335023097,-0.578130098074023,'4'
0.121407737648107,-0.57232306533143,'4'
0.107001800010617,-0.566516032588835,'4'
0.095797181848124,-0.557805483474946,'4'
0.0797905844731339,-0.551998450732351,'1'
0.0573813481481481,-0.546191417989758,'1'
0.0413747507731582,-0.543287901618461,'1'
0.0253681533981683,-0.537480868875868,'1'
0.00616023654818047,-0.528770319761977,'1'
-0.0146483400393066,-0.520059770648087,'1'
-0.0370575763642924,-0.5084457051629,'1'
-0.0610674724267771,-0.496831639677712,'1'
-0.0882786879642597,-0.482314057821228,'1'
-0.113889243764243,-0.467796475964744,'1'
-0.141100459301726,-0.453278894108259,'1'
-0.169912334576708,-0.438761312251775,'1'
-0.19872420985169,-0.421340214023995,'1'
-0.227536085126672,-0.401015599424916,'1'
-0.257948620139152,-0.383594501197136,'1'
-0.288361155151633,-0.366173402969355,'1'
-0.320374349901613,-0.345848788370278,'1'
-0.350786884914094,-0.328427690142496,'1'
-0.381199419926574,-0.308103075543419,'1'
-0.411611954939055,-0.290681977315638,'1'
-0.440423830214037,-0.27035736271656,'1'
-0.469235705489019,-0.252936264488779,'1'
-0.498047580764,-0.232611649889702,'1'
-0.525258796301483,-0.21519055166192,'1'
-0.554070671576466,-0.194865937062843,'1'
-0.581281887113948,-0.177444838835062,'1'
-0.608493102651431,-0.157120224235984,'1'
-0.634103658451414,-0.139699126008204,'2'
-0.661314873988897,-0.119374511409125,'2'
-0.68852608952638,-0.0990498968100477,'2'
-0.715737305063862,-0.0816287985822668,'2'
-0.742948520601345,-0.0758217658396731,'2'
-0.766958416663831,-0.0700147330970795,'2'
-0.789367652988816,-0.0554971512405954,'2'
-0.803773590626307,-0.0467866021267049,'2'
-0.803773590626307,-0.061304183983189,'2'
-0.79897161141381,-0.0584006676118922,'2'
-0.79737095167631,-0.061304183983189,'2'
-0.792568972463814,-0.0642077003544858,'2'
-0.794169632201313,-0.0642077003544858,'2'
-0.794169632201313,-0.0671112167257827,'2'
-0.795770291938812,-0.0584006676118922,'2'
-0.803773590626307,-0.0438830857554081,'2'
-0.805374250363806,-0.00613737292854942,'2'
-0.806974910101305,-0.0351725366415176,'2'
-0.808575569838804,-0.0758217658396731,'2'
-0.810176229576303,-0.0758217658396731,'2'
-0.811776889313802,-0.07872528221097,'2'
-0.813377549051301,-0.0729182494683763,'2'
-0.8149782087888,-0.061304183983189,'2'
-0.810176229576303,0.0896786673242457,'2'
-0.811776889313802,0.426486566394676,'2'
-0.806974910101305,0.269696682344649,'2'
-0.768559076401329,-0.0525936348692985,'2'
-0.779763694563822,0.356802173483553,'2'
-0.813377549051301,0.345188107998365,'2'
-0.8149782087888,0.342284591627069,'2'
-0.811776889313802,0.48746041019191,'2'
-0.805374250363806,0.330670526141881,'2'
-0.800572271151309,0.290021296943726,'2'
-0.768559076401329,0.272600198715945,'2'
-0.662915533726396,0.260986133230758,'2'
0.478354859110381,0.255179100488164,'1'
0.478354859110381,0.243565035002977,'1'
0.478354859110381,0.229047453146492,'1'
0.476754199372882,0.223240420403899,'1'
0.475153539635383,0.223240420403899,'1'
0.473552879897885,0.223240420403899,'1'
0.470351560422887,0.223240420403899,'1'
0.467150240947889,0.208722838547415,'1'
0.451143643572899,0.211626354918712,'1'
0.435137046197909,0.194205256690931,'1'
0.41752978908542,0.188398223948337,'1'
-0.579681227376449,0.170977125720556,'1'
0.36950999696045,0.153556027492776,'1'
0.342298781422968,0.136134929264994,'1'
0.319889545097982,0.118713831037214,'1'
0.286275690610503,0.101292732809433,'1'
0.255863155598023,0.0838716345816518,'1'
0.230252599798039,0.0606435036112772,'1'
0.199840064785558,0.0403188890121994,'1'
0.167826870035578,0.0228977907844185,'1'
0.135813675285599,0.0112837252992312,'1'
0.10219982079812,-0.00904088929984624,'1'
0.07018662604814,-0.0380760530128144,'1'
0.0365727715606611,-0.0584006676118922,'1'
-0.645308276613907,-0.0671112167257827,'2'
-0.0290542776767973,-0.0990498968100477,'1'
-0.0626681321642763,-0.119374511409125,'1'
-0.0978826463892536,-0.139699126008204,'1'
-0.131496500876733,-0.171637806092468,'1'
-0.161909035889213,-0.183251871577656,'1'
-0.192321570901694,-0.212287035290624,'1'
-0.221133446176676,-0.229708133518405,'1'
-0.249945321451658,-0.250032748117482,'1'
-0.277156536989141,-0.267453846345263,'1'
-0.302767092789124,-0.284874944573044,'1'
-0.328377648589108,-0.302296042800825,'1'
-0.352387544651592,-0.319717141028607,'1'
-0.377998100451576,-0.337138239256387,'1'
-0.402007996514062,-0.354559337484168,'1'
-0.429219212051544,-0.360366370226761,'1'
-0.456430427589027,-0.380690984825839,'1'
-0.488443622339007,-0.39811208305362,'1'
-0.898212515138747,-0.427147246766588,'2'
-0.933427029363725,-0.424243730395291,'2'
-0.984648140963692,-0.453278894108259,'2'
-1.01826199545117,-0.479410541449931,'2'
-1.03106727335116,-0.496831639677712,'2'
-1.04067123177616,-0.514252737905493,'2'
-1.04867453046365,-0.528770319761977,'2'
-0.694928728476376,-0.528770319761977,'2'
-0.696529388213875,-0.551998450732351,'2'
-0.693328068738877,-0.566516032588835,'2'
-0.686925429788881,-0.566516032588835,'2'
-0.686925429788881,-0.569419548960132,'2'
-0.686925429788881,-0.57232306533143,'2'
-0.686925429788881,-0.575226581702726,'2'
-0.682123450576384,-0.578130098074023,'2'
-0.683724110313883,-0.581033614445319,'2'
-0.678922131101386,-0.583937130816617,'2'
-0.680522790838885,-0.583937130816617,'2'
-0.887007896976255,-0.586840647187914,'2'
-0.887007896976255,-0.58974416355921,'2'
-0.693328068738877,-0.592647679930507,'2'
-0.696529388213875,-0.598454712673101,'2'
-0.699730707688873,-0.604261745415694,'2'
-0.706133346638868,-0.607165261786991,'2'
-0.710935325851365,-0.612972294529585,'2'
-0.707734006376368,-0.615875810900882,'2'
-0.707734006376368,-0.621682843643475,'2'
-0.709334666113866,-0.627489876386069,'2'
-0.704532686901369,-0.636200425499959,'2'
-0.699730707688873,-0.642007458242553,'2'
-0.674120151888889,-0.650718007356444,'2'
0.315087565885485,-0.656525040099037,'4'
-0.147503098251722,-0.66233207284163,'4'
-0.149103757989221,-0.668139105584224,'4'
-0.150704417726721,-0.671042621955521,'4'
-0.153905737201719,-0.673946138326818,'4'
-0.153905737201719,-0.671042621955521,'4'
-0.155506396939217,-0.668139105584224,'4'
-0.153905737201719,-0.668139105584224,'4'
-0.165110355364211,-0.665235589212928,'4'
-0.173113654051706,-0.66233207284163,'4'
0.436737705935408,-0.659428556470334,'4'
-0.137899139826728,-0.65362152372774,'4'
0.414328469610422,-0.650718007356444,'4'
-0.165110355364211,-0.64491097461385,'4'
0.38551659433544,-0.642007458242553,'4'
0.374311976172948,-0.639103941871256,'4'
0.359906038535456,-0.633296909128662,'4'
0.348701420372964,-0.627489876386069,'4'
0.195038085573061,-0.624586360014772,'4'
0.364708017747953,-0.618779327272178,'4'
0.289477010085502,-0.610068778158288,'4'
0.308684926935489,-0.604261745415694,'4'
0.286275690610503,-0.598454712673101,'4'
0.284675030873004,-0.58974416355921,'4'
0.263866454285517,-0.581033614445319,'4'
0.268668433498014,-0.57232306533143,'4'
0.0733879455231379,-0.566516032588835,'4'
0.0653846468356428,-0.557805483474946,'4'
0.203041384260555,-0.549094934361055,'1'
0.203041384260555,-0.540384385247164,'1'
0.191836766098063,-0.528770319761977,'1'
0.175830168723072,-0.520059770648087,'1'
0.158222911610584,-0.5084457051629,'1'
0.139014994760597,-0.496831639677712,'1'
0.118206418173109,-0.482314057821228,'1'
0.0941965221106251,-0.464892959593447,'1'
0.0237674936606691,-0.450375377736963,'1'
-0.00184306213931468,-0.430050763137885,'1'
-0.0338562568892944,-0.409726148538807,'1'
-0.0114470205643086,-0.392305050311027,'1'
-0.0402588958392904,-0.369076919340652,'1'
-0.118691222976741,-0.348752304741575,'1'
-0.147503098251722,-0.3255241737712,'1'
-0.177915633264203,-0.305199559172122,'1'
-0.206727508539185,-0.281971428201748,'1'
-0.241942022764163,-0.258743297231373,'1'
-0.265951918826648,-0.238418682632295,'1'
-0.301166433051625,-0.21519055166192,'1'
-0.326776988851609,-0.194865937062843,'1'
-0.361991503076587,-0.171637806092468,'1'
-0.392404038089068,-0.148409675122093,'1'
-0.422816573101548,-0.128085060523016,'1'
-0.45162844837653,-0.104856929552641,'1'
-0.480440323651512,-0.0845323149535636,'1'
-0.510852858663992,-0.0642077003544858,'1'
-0.539664733938974,-0.0409795693841112,'1'
-0.563674630001459,-0.0206549547850335,'1'
-0.193922230639192,-0.000330340185955762,'1'
-0.21473080722668,0.0258013071557153,'1'
-0.233938724076668,0.046125921754793,'1'
-0.248344661714159,0.0606435036112772,'1'
-0.265951918826648,0.046125921754793,'1'
-0.269153238301646,0.0519329544973867,'1'
0.286275690610503,0.0693540527251676,'1'
0.255863155598023,0.0780646018390581,'1'
0.223849960848043,0.0954857000668389,'1'
0.188635446623065,0.115810314665917,'1'
-0.369994801764082,0.136134929264994,'1'
-0.390803378351568,0.159363060235369,'1'
-0.406809975726558,0.179687674834447,'1'
-0.422816573101548,0.202915805804821,'1'
-0.437222510739039,0.223240420403899,'1'
-0.453229108114029,0.246468551374274,'1'
-1.04387255125116,0.266793165973351,'2'
-1.07588574600114,0.290021296943726,'2'
-1.10149630180112,0.310345911542804,'2'
-1.1287075173386,0.333574042513178,'2'
-1.15271741340108,0.345188107998365,'2'
-1.17672730946357,0.350995140740959,'2'
-1.19593522631356,0.321959977027992,'2'
-1.20553918473855,0.290021296943726,'2'
-1.19273390683857,0.284214264201133,'2'
-0.498047580764,0.272600198715945,'1'
-0.496446921026501,0.272600198715945,'1'
-0.501248900238998,0.272600198715945,'1'
-0.502849559976497,0.272600198715945,'1'
-0.504450219713996,0.269696682344649,'1'
-0.506050879451495,0.269696682344649,'1'
-0.507651539188994,0.269696682344649,'1'
-0.509252198926493,0.266793165973351,'1'
-0.512453518401491,0.266793165973351,'1'
-0.51565483787649,0.263889649602055,'1'
-0.522057476826486,0.263889649602055,'1'
-0.533262094988978,0.260986133230758,'1'
-0.547668032626469,0.258082616859461,'1'
-0.571677928688954,0.252275584116867,'1'
-0.59248650527644,0.258082616859461,'1'
-0.614895741601427,0.255179100488164,'1'
-0.638905637663912,0.252275584116867,'2'
-0.662915533726396,0.269696682344649,'2'
-0.68852608952638,0.269696682344649,'2'
-0.715737305063862,0.269696682344649,'2'
-0.739747201126347,0.266793165973351,'2'
-0.763757097188833,0.258082616859461,'2'
-0.784565673776319,0.246468551374274,'2'
-0.802172930888808,0.246468551374274,'2'
-0.803773590626307,0.24066151863168,'2'
-0.808575569838804,0.237758002260383,'2'
-0.805374250363806,0.234854485889087,'2'
-0.803773590626307,0.23195096951779,'2'
-0.803773590626307,0.229047453146492,'2'
-0.805374250363806,0.229047453146492,'2'
-0.806974910101305,0.226143936775196,'2'
-0.805374250363806,0.23195096951779,'2'
-0.806974910101305,0.23195096951779,'2'
-0.806974910101305,0.24066151863168,'2'
-0.808575569838804,0.539723704875252,'2'
-0.808575569838804,0.533916672132659,'2'
-0.808575569838804,0.519399090276174,'2'
-0.810176229576303,0.249372067745571,'2'
-0.811776889313802,0.211626354918712,'2'
-0.813377549051301,0.194205256690931,'2'
-0.8149782087888,0.188398223948337,'2'
-0.8149782087888,0.182591191205744,'2'
-0.816578868526299,0.173880642091853,'2'
-0.811776889313802,0.16807360934926,'2'
0.833701320835157,0.173880642091853,'1'
-0.774961715351325,-0.885902833431485,'2'
-0.808575569838804,-0.90042041528797,'2'
-0.8149782087888,-0.906227448030563,'2'
-0.8149782087888,-0.90913096440186,'2'
-0.8149782087888,-0.912034480773157,'2'
-0.8149782087888,-0.914937997144454,'2'
-0.810176229576303,-0.917841513515751,'2'
-0.810176229576303,-0.912034480773157,'2'
-0.805374250363806,0.188398223948337,'2'
-0.794169632201313,0.165170092977963,'2'
-0.773361055613826,0.435197115508567,'2'
0.848107258472647,0.43229359913727,'1'
0.84330527926015,-0.914937997144454,'4'
0.836902640310155,-0.938166128114829,'4'
0.835301980572656,-0.95558722634261,'4'
0.832100661097658,-0.95558722634261,'4'
0.830500001360159,-0.95558722634261,'4'
0.825698022147662,-0.95558722634261,'4'
0.825698022147662,-0.958490742713906,'4'
-0.53006077551398,-0.958490742713906,'4'
-0.539664733938974,-0.95558722634261,'4'
0.808090765035173,-0.95558722634261,'4'
-0.571677928688954,-0.952683709971313,'4'
-0.582882546851447,-0.941069644486126,'4'
-0.600489803963936,0.17678415846315,'1'
-0.611694422126429,0.173880642091853,'1'
-0.622899040288921,0.162266576606666,'1'
-0.630902338976416,0.150652511121478,'2'
-0.634103658451414,0.139038445636291,'2'
0.692843263935246,-0.880095800688892,'4'
2.27429508458425,-0.906227448030563,'4'
1.28028538759738,-0.906227448030563,'4'
2.23908057035927,-0.894613382545376,'4'
2.21987265350928,-0.871385251575001,'4'
2.20226539639679,0.0403188890121994,'1'
2.1862587990218,0.0316083398983089,'1'
2.17185286138431,0.0199942744131216,'1'
2.16064824322182,0.0112837252992312,'1'
2.14464164584683,0.00257317618534103,'1'
2.12543372899684,-0.00904088929984624,'1'
2.11903109004684,-0.0177514384137367,'1'
2.08221591608436,-0.0293655038989239,'1'
0.436737705935408,-0.0409795693841112,'1'
0.420731108560418,-0.0525936348692985,'1'
0.388717913810438,-0.0642077003544858,'1'
1.97497171367194,-0.0758217658396731,'1'
0.327892843785477,-0.0903393476961573,'1'
0.294278989297997,-0.101953413181344,'1'
0.263866454285517,-0.113567478666532,'1'
0.235054579010535,-0.430050763137885,'1'
0.204642043998054,-0.133892093265609,'1'
0.18063214793557,-0.145506158750797,'1'
0.150219612923089,-0.157120224235984,'1'
0.119807077910608,-0.168734289721172,'1'
0.0893945428981278,-0.180348355206359,'1'
0.0589820078856468,-0.191962420691546,'1'
0.0237674936606691,-0.203576486176734,'1'
-0.00024240240181551,-0.21519055166192,'1'
-0.0306549374142965,-0.226804617147108,'1'
1.52838764690971,-0.238418682632295,'1'
1.49797511189724,-0.252936264488779,'1'
1.46596191714726,-0.264550329973966,'1'
1.43554938213478,-0.281971428201748,'1'
1.40353618738479,-0.293585493686934,'1'
1.37152299263481,-0.299392526429528,'1'
1.33950979788483,-0.308103075543419,'1'
1.30749660313485,-0.319717141028607,'1'
1.27708406812238,-0.331331206513793,'1'
1.2450708733724,-0.34294527199898,'1'
1.21465833835992,-0.354559337484168,'1'
1.18424580334743,-0.363269886598059,'1'
1.15223260859745,-0.374883952083245,'1'
1.12021941384747,-0.386498017568432,'1'
1.089806878835,-0.39811208305362,'1'
1.05779368408502,-0.409726148538807,'1'
1.02578048933504,-0.421340214023995,'1'
0.995367954322554,-0.432954279509182,'1'
0.964955419310073,-0.444568344994369,'1'
0.934542884297592,-0.453278894108259,'1'
0.904130349285112,-0.464892959593447,'1'
0.873717814272631,-0.476507025078634,'1'
0.844905938997649,-0.488121090563821,'1'
-1.13671081602609,-0.496831639677712,'2'
-1.14791543418859,-0.5084457051629,'2'
-1.14791543418859,-0.520059770648087,'2'
-1.15431807313858,-0.528770319761977,'2'
-0.806974910101305,-0.540384385247164,'2'
-0.827783486688792,-0.549094934361055,'2'
-0.84699140353878,-0.557805483474946,'2'
-0.854994702226275,-0.566516032588835,'2'
-0.853394042488776,-0.569419548960132,'2'
-0.840588764588784,-0.569419548960132,'2'
-0.838988104851285,-0.57232306533143,'2'
-0.834186125638787,-0.569419548960132,'2'
-0.834186125638787,-0.57232306533143,'2'
-0.834186125638787,-0.575226581702726,'2'
0.331094163260474,-0.578130098074023,'4'
0.321490204835481,-0.578130098074023,'4'
0.319889545097982,-0.581033614445319,'4'
0.315087565885485,-0.583937130816617,'4'
0.32309086457298,-0.583937130816617,'4'
0.652826770497771,-0.583937130816617,'4'
0.316688225622984,-0.583937130816617,'4'
0.640021492597779,-0.586840647187914,'4'
0.632018193910284,-0.58974416355921,'4'
0.620813575747792,-0.58974416355921,'4'
0.609608957585298,-0.592647679930507,'4'
0.595203019947808,-0.595551196301803,'4'
0.579196422572817,-0.598454712673101,'4'
-1.13831147576359,-0.601358229044398,'2'
0.545582568085339,-0.604261745415694,'4'
0.527975310972851,-0.604261745415694,'4'
0.510368053860361,-0.604261745415694,'4'
0.494361456485372,-0.607165261786991,'4'
0.478354859110381,-0.607165261786991,'4'
0.463948921472891,-0.604261745415694,'4'
0.449542983835399,-0.607165261786991,'4'
0.436737705935408,-0.604261745415694,'4'
0.423932428035416,-0.604261745415694,'4'
0.409526490397925,-0.604261745415694,'4'
0.395120552760434,-0.601358229044398,'4'
0.379113955385445,-0.598454712673101,'4'
0.363107358010454,-0.598454712673101,'4'
0.347100760635465,-0.595551196301803,'4'
0.0349721118231622,-0.592647679930507,'4'
0.0157641949731744,-0.58974416355921,'4'
0.00295891707318247,-0.586840647187914,'4'
-0.00504438161431265,-0.583937130816617,'4'
-0.0178496595143045,-0.581033614445319,'4'
-0.0258529582017994,-0.578130098074023,'4'
-0.0338562568892944,-0.575226581702726,'4'
0.220648641373045,-0.569419548960132,'4'
0.204642043998054,-0.566516032588835,'4'
0.188635446623065,-0.560708999846242,'4'
0.172628849248074,-0.557805483474946,'4'
0.156622251873085,-0.551998450732351,'1'
0.140615654498096,-0.546191417989758,'1'
