@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 {'1','2'}
@attribute V6 {'1','2'}
@attribute V7 numeric
@attribute V8 {'1','2','3'}
@attribute V9 numeric
@attribute V10 {'1','2','3'}
@attribute V11 numeric
@attribute V12 numeric
@attribute Class {'class1','class2','class3'}
@data
0.196667547682459,1.27537061031452,-1.57508707230468,0.997478574228808,'2','1',1.39970417076806,'3',-0.0142769634645025,'1',0.145450986620624,1.39314326998938,'class1'
0.41995438944126,-0.789542453383378,1.2742081431402,0.997478574228808,'1','1',-0.360884128529561,'2',-0.0142769634645025,'1',1.38314670776463,1.39314326998938,'class2'
0.393685349234342,-0.944410933160721,0.692719323661657,-0.187979833173849,'1','1',-0.446920028733616,'3',1.23495733967957,'2',-1.4980466103083,-1.25685751531651,'class2'
-0.801555980180421,-1.05912832558838,0.169379386130966,0.997478574228808,'1','1',-0.408448691243998,'2',-1.26351126660858,'1',1.13966558229368,0.068142877336439,'class3'
1.17737838207406,-0.772334844519229,-1.51693819035682,0.997478574228808,'2','2',-1.31007694622796,'2',-0.0142769634645025,'2',1.44401698913237,1.39314326998938,'class2'
0.525030550268932,-0.692032669819866,0.111230504183111,-0.187979833173849,'2','2',-0.331506016264762,'2',-0.0142769634645025,'3',-0.260350889164297,-1.25685751531651,'class3'
0.29736553514231,-0.714976148305399,0.343826031974529,-0.187979833173849,'1','1',-0.940052627464179,'2',-0.0142769634645025,'1',1.15995567608292,0.068142877336439,'class1'
-1.41887842504299,-0.726447887548165,-1.57508707230468,-0.187979833173849,'1','2',0.240667694035379,'3',-0.0142769634645025,'3',1.40343680155387,0.068142877336439,'class1'
-1.2875332240084,1.66540974456857,1.09976149729664,-0.187979833173849,'2','1',-0.423837226239845,'3',1.23495733967957,'1',1.22082595745066,0.068142877336439,'class3'
1.53638859823527,1.33272930652835,0.22752826807882,-1.37343824057651,'2','1',0.726106025268017,'2',-0.0142769634645025,'1',1.32227642639689,1.39314326998938,'class3'
0.616972190993144,1.30404995842144,0.22752826807882,-1.37343824057651,'1','1',1.4164916634908,'1',-1.26351126660858,'1',-0.706732952527709,0.068142877336439,'class2'
0.319256401981408,-0.686296800198483,0.22752826807882,0.997478574228808,'1','1',1.41928957894459,'1',-0.0142769634645025,'1',-1.43717632894056,-1.25685751531651,'class2'
1.11170578155676,-0.720712017926782,-1.51693819035682,-0.187979833173849,'1','1',1.44936717007284,'1',1.23495733967957,'1',0.612123143773281,1.39314326998938,'class1'
-1.29191139737622,1.19506843561516,0.750868205609512,0.997478574228808,'1','1',-0.587515280286585,'3',-1.26351126660858,'1',1.44401698913237,0.068142877336439,'class1'
0.980360580522175,-0.823957671111677,0.634570441713803,-0.187979833173849,'2','1',-0.406350254653655,'3',-1.26351126660858,'1',-0.179190514007313,-1.25685751531651,'class1'
-1.16056619634163,1.40729561160633,1.21605926119235,-0.187979833173849,'1','1',0.28123746811534,'1',1.23495733967957,'1',-1.47775651651906,0.068142877336439,'class3'
0.590703150786226,-1.05912832558838,-0.761002725034708,-0.187979833173849,'2','2',-0.51896635166872,'3',1.23495733967957,'2',-0.483541920846002,-1.25685751531651,'class2'
-1.40136573157171,-0.47406962420731,-1.10989601672184,-0.187979833173849,'1','2',-0.400054944882627,'2',-0.0142769634645025,'3',-1.43717632894056,0.068142877336439,'class2'
1.08543674134985,1.43597495971325,-0.470258315295434,-1.37343824057651,'1','1',0.31061558038014,'2',-1.26351126660858,'1',1.07879530092594,0.068142877336439,'class3'
0.630106711096603,-0.732183757169548,0.401974913922384,0.997478574228808,'2','1',-0.993213021086197,'3',1.23495733967957,'1',0.713573612719511,0.068142877336439,'class2'
0.634484884464423,1.18359669637239,0.401974913922384,-1.37343824057651,'1','1',1.00030173973948,'1',1.23495733967957,'1',1.30198633260764,1.39314326998938,'class1'
-1.44076929188209,1.66540974456857,0.0530816222352566,-1.37343824057651,'2','1',1.51581766210036,'1',-1.26351126660858,'1',-0.44296173326751,0.068142877336439,'class3'
1.18175655544188,0.156876034144827,0.634570441713803,-1.37343824057651,'2','1',-1.44087949369266,'3',-0.0142769634645025,'1',-0.199480607796559,0.068142877336439,'class3'
