@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute Class {'1','2','3','4'}
@data
-1.28751372855607,-1.29705930866768,0.91039084050589,0.648021478842311,1.52435024170742,0.0194351599807943,1.1663692605201,-0.170388982625917,-0.584850057009316,-0.14480789941086,-0.616049254584556,-0.312795990701474,-0.303998700966025,-0.300268921507855,-0.269186693957533,-0.554459205399375,-0.517826550636485,-0.469095692028806,-0.484095318272004,-0.553063153005888,-0.659113000962641,-0.848792006602598,-0.863407428218428,-0.999155333110934,'4'
-1.28751372855607,-1.29705930866768,0.91039084050589,0.650312660193039,1.52435024170742,0.0194351599807943,1.1663692605201,0.0869083602955415,-0.584850057009316,-0.140220192769826,-0.618219976568598,-0.312795990701474,-0.306130643155672,-0.298366421794406,-0.269186693957533,-0.555369481152881,-0.517826550636485,-0.469095692028806,-0.484095318272004,-0.549558985109855,-0.659113000962641,-0.848792006602598,-0.861084453222331,-0.999155333110934,'4'
-1.28751372855607,-1.29705930866768,0.91039084050589,0.635801844971764,1.52435024170742,0.0194351599807943,1.1663692605201,0.0869083602955415,-0.583376179816771,-0.14480789941086,-0.617496402573917,-0.312795990701474,-0.306130643155672,-0.300268921507855,-0.269186693957533,-0.554459205399375,-0.517826550636485,-0.469095692028806,-0.484095318272004,-0.549558985109855,-0.659113000962641,-0.848792006602598,-0.858761478226234,-0.999155333110934,'4'
-1.2887593670508,-1.29493186925643,0.91039084050589,0.633510663621036,1.52435024170742,0.0194351599807943,1.1663692605201,-0.168589700507585,-0.583376179816771,-0.145572517184366,-0.592894886754783,-0.312795990701474,-0.306130643155672,-0.300268921507855,-0.269186693957533,-0.554459205399375,-0.517826550636485,-0.469095692028806,-0.484095318272004,-0.549558985109855,-0.659113000962641,-0.848792006602598,-0.860310128223632,-0.999155333110934,'4'
-1.28751372855607,-1.29705930866768,0.911192485732397,0.635801844971764,1.52435024170742,0.0194351599807943,1.1663692605201,0.0896072834730395,-0.583376179816771,-0.147866370504883,-0.617496402573917,-0.312795990701474,-0.306130643155672,-0.300268921507855,-0.269186693957533,-0.555369481152881,-0.517826550636485,-0.469095692028806,-0.484095318272004,-0.549558985109855,-0.659113000962641,-0.848792006602598,-0.862633103219729,-0.999155333110934,'4'
-1.28626809006135,-1.29705930866768,0.911192485732397,0.635801844971764,1.52435024170742,0.0194351599807943,1.1663692605201,0.0833097960588778,-0.583376179816771,-0.143278663863849,-0.610984236621793,-0.313596438211445,-0.306841290552221,-0.299000588365556,-0.269186693957533,-0.558100308413398,-0.517826550636485,-0.469095692028806,-0.484095318272004,-0.55218711103188,-0.659113000962641,-0.848792006602598,-0.860310128223632,-0.99828613056773,'4'
-1.28502245156662,1.89551810115428,0.911994130958904,0.635038117854854,1.52435024170742,0.0202148414035322,-0.228559744573222,-0.174887187921747,-0.58632393420186,-0.148630988278388,-0.595065608738824,-0.315197333231385,-0.30826258534532,-0.302171421221304,-0.268603751313691,-0.559010584166904,-0.518888037399476,-0.47021988551013,-0.484095318272004,-0.547806901161838,-0.656859325916993,-0.847519487388304,-0.860310128223632,-0.996547725481322,'4'
-1.28003989758773,1.91041017703306,0.915200711864932,0.63962048055631,1.52435024170742,0.0202148414035322,1.1663692605201,0.0770123086447161,-0.588534749990676,-0.148630988278388,-0.616049254584556,-0.318399123271266,-0.311105174931516,-0.305342254077051,-0.271518464532901,-0.552638653892363,-0.519949524162468,-0.471344078991454,-0.484968962825913,-0.546054817213822,-0.653478813348521,-0.84624696817401,-0.860310128223632,-0.993070915308506,'4'
-1.27132042812466,1.91324676291473,0.91840729277096,0.643439116140856,1.52435024170742,0.0209945228262701,-0.229267112222864,0.0716144622897207,-0.591482504375765,-0.153218694919422,-0.610260662627113,-0.324002255841057,-0.31607970670736,-0.309147253503948,-0.846882854004992,-0.552638653892363,-0.52101101092546,-0.471344078991454,-0.485842607379822,-0.542550649317788,-0.648971463257224,-0.843065670138274,-0.852566878236643,-0.987855700049282,'2'
-1.26260095866159,1.91111932350348,0.922415518903495,0.647257751725402,1.52435024170742,0.0225538856717462,1.1663692605201,-0.174887187921747,-0.59295638156831,-0.156277166013445,-0.623284994531361,-0.329605388410849,-0.321054238483204,-0.313586419501995,-0.85212933779957,-0.557190032659892,-0.524195471214435,-0.472468272472779,-0.489337185595459,-0.538170439447747,-0.644464113165927,-0.839884372102539,-0.84714660324575,-0.981771282246854,'2'
-1.25388148919852,-1.27791235396639,0.927225390262537,0.667114656765042,1.52435024170742,0.0233335670944841,1.1663692605201,0.0635176927572273,-0.597378013145943,-0.153983312692928,-0.633415030456886,-0.336008968490611,-0.326739417655597,-0.318659752071191,-0.857375821594148,-0.554459205399375,-0.525256957977426,-0.474716659435427,-0.490210830149368,-0.533790229577705,-0.638829925551806,-0.837339333673951,-0.840952003256159,-0.974817661901222,'2'
-1.24391638124073,-1.27223918220305,0.932035261621579,0.671697019466498,1.52435024170742,0.0248929299399599,1.1663692605201,0.0599191285205636,-0.601062706127304,-0.160100254880973,-0.637032900430288,-0.341612101060402,-0.331713949431441,-0.321196418355789,-0.860873477457201,-0.568113341701961,-0.524195471214435,-0.475840852916752,-0.489337185595459,-0.532038145629688,-0.633195737937685,-0.834158035638216,-0.835531728265266,-0.96786404155559,'2'
-1.23395127328293,-1.26443857102845,0.936845132980621,0.673224473700316,1.52435024170742,0.0256726113626981,1.1663692605201,0.0590194874613973,-0.606221276301209,-0.163158725974995,-0.637756474424969,-0.348015681140164,-0.337399128603834,-0.580570545955947,-0.864371133320253,-0.565382514441444,-0.525256957977426,-0.476965046398076,-0.490210830149368,-0.525029809837622,-0.627561550323564,-0.83097673760248,-0.829337128275674,-0.961779623753162,'2'
