@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 {'1','2','3','4','5','6'}
@attribute V4 {'1','2','3','4'}
@attribute V5 numeric
@attribute V6 {'1','2','3'}
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 {'1','2','3','4'}
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {'1','2','3'}
@attribute V13 {'1','2'}
@attribute V14 {'1','2','3','4','5'}
@attribute V15 {'1','2','3','4','5','6'}
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 {'1','2'}
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 {'1','2','3','4'}
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {'1','2'}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 {'1','2','3','4','5','6'}
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 {'1','2','3','4','5'}
@attribute V38 {'1','2','3','4'}
@attribute V39 {'1','2','3','4','5'}
@attribute V40 {'1','2'}
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 {'1','2','3','4','5'}
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 {'1','2','3','4','5','6'}
@attribute V48 {'1','2','3'}
@attribute V49 {'1','2','3','4','5','6'}
@attribute V50 numeric
@attribute V51 {'1','2','3','4','5'}
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 {'1','2','3','4','5'}
@attribute V56 {'1','2','3','4','5'}
@attribute V57 {'1','2','3'}
@attribute V58 {'1','2','3'}
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 {'1','2','3','4','5'}
@attribute V65 numeric
@attribute V66 {'1','2'}
@attribute V67 numeric
@attribute V68 {'1','2','3','4','5'}
@attribute V69 {'1','2','3','4'}
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 {'1','2','3','4','5'}
@attribute V80 numeric
@attribute V81 {'1','2','3','4'}
@attribute V82 numeric
@attribute V83 {'1','2','3'}
@attribute V84 {'1','2'}
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 {'1','2','3','4','5','6'}
@attribute V90 {'1','2','3'}
@attribute V91 numeric
@attribute V92 {'1','2'}
@attribute V93 {'1','2'}
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 {'1','2','3','4','5'}
@attribute V97 {'1','2','3'}
@attribute V98 {'1','2','3','4','5','6'}
@attribute V99 {'1','2'}
@attribute V100 {'1','2','3','4','5'}
@attribute Class {'class1','class2','class3'}
@data
1.06940389929553,0.795978447119943,'5','1',-0.283403138879739,'3',-0.967527132903633,-0.528399441851764,'4',0.372809011048399,-1.13254433124461,'2','1','2','5',1.30456445448925,0.656306474064276,-0.564570005133638,'2',0.539610175145554,-0.400563916759824,-0.0978030136300478,1.36472866692858,-1.48133594203943,'1',-1.00060014017209,1.15274203239635,0.801266129211274,0.621264150795995,0.185151686414446,'2',0.309315684088494,0.89133354854317,'1',0.281528246996884,1.70436944755283,'4','1','1','2',0.401941110820303,1.93758474807845,1.32236003987683,'4',-1.25965959823884,-0.554600141633072,'1','1','5',1.28916198177199,'4',-1.34225013986034,1.26075980116691,-0.968302278385,'4','4','3','3',0.79735363219113,1.49945452012801,-0.131085934172722,1.00702464226899,-0.659923813809598,'3',-0.0472345027589541,'2',0.38564424429352,'3','4',-1.45372690428416,0.488990658134041,0.820928427169797,0.22948753622938,0.479531177287147,-1.29537187751069,-0.761028603591692,-0.661009104250964,-1.49923052749696,'1',1.08675124672176,'4',-1.14122111191322,'2','1',2.63871538865566,-1.1525716997203,1.28316258687601,-0.493048682387543,'1','2',-0.0644399217912979,'1','1',-1.06426150908833,-1.24582205979014,'2','2','6','2','2','class2'
-0.934726346760556,-1.46190292708564,'2','1',0.976578992979834,'2',-0.967527132903633,0.479996439544732,'1',-1.44754748821135,0.692168001276152,'2','2','1','5',-0.378196972550073,-1.46633185139742,0.280828316228474,'2',0.353190574805074,-0.908921408523116,-1.29844017286044,0.929012947343347,1.38170221420222,'2',0.999000459692201,0.0659827542341165,-0.583091384975448,-1.67827288022385,1.03458993817122,'1',0.394431261886139,-1.08308222730791,'5',-1.15910439906482,0.364484810962649,'2','1','3','2',-0.508251622015523,1.82156407820229,-1.45921345586745,'1',-0.976753200077738,0.236781339007726,'6','3','4',0.0399740149386625,'3',0.498970902472085,0.956407268752375,-0.968302278385,'4','1','3','2',-0.291937201238929,-0.974821064228406,-0.0536799465892883,1.00702464226899,-0.934392912526225,'2',-0.0472345027589541,'1',0.722787487185235,'5','4',-1.14713831608871,-1.30612923222587,0.43515121586212,0.129134406865474,-1.08547155758097,-1.29537187751069,1.05234746977864,-0.661009104250964,1.5297627800369,'2',1.08675124672176,'4',1.1460695001888,'3','1',-0.535684338484996,-0.642205964177229,1.28316258687601,2.08301681073958,'3','3',-0.0644399217912979,'1','2',-1.06426150908833,-1.68094429681616,'3','2','3','1','4','class2'
-0.934726346760556,0.0433513223847483,'5','4',-1.3444407236036,'1',-0.967527132903633,0.479996439544732,'1',-1.44754748821135,0.698752613811251,'2','2','4','5',-0.231869891937958,0.675301000466617,0.833588757119083,'1',-0.485697626727086,-1.10863328028726,0.813791866526356,0.258681071058372,0.665942675141808,'3',0.999000459692201,-0.823183927898619,0.109087372117913,0.0906017590221839,1.30234764796412,'1',0.990240306469653,1.09700185852766,'2',0.296534837060027,1.12705580992233,'2','2','2','2',-0.508251622015523,0.183960852573096,-0.0684267079953088,'3',0.249174525287025,1.02816281964852,'1','3','2',0.0399740149386625,'5',1.4195814236383,0.446411133355048,-0.968302278385,'5','2','3','3',-0.0172094069160426,-1.41556011984094,0.952597891995345,1.00702464226899,-0.789085742617423,'5',-0.0472345027589541,'2',-0.00468907332625761,'3','2',-1.45372690428416,-0.408569287045914,1.28888303260219,1.08248913582258,-0.61440237360671,1.12226880466678,1.84569950187815,1.66977052992027,-0.287633204483417,'1',-0.919805708082084,'3',-1.42504549443683,'3','1',2.63871538865566,-1.27378356191177,-1.37092439645826,-0.87112794630421,'1','1',1.18439577183848,'1','1',-1.06426150908833,0.85671516186995,'2','3','3','2','4','class1'
-0.934726346760556,0.795978447119943,'6','4',1.50709778534176,'2',1.03314932057783,1.48839232094122,'2',1.28298726067827,0.693475240529444,'2','1','2','2',-0.1587063516319,0.418874894035003,0.0207057558093612,'1',1.19207877633723,-0.96338828264061,-1.27620615139321,1.09659591641459,1.38170221420222,'2',0.999000459692201,0.576430293976984,1.49344488630464,0.886595346682891,0.637569885719686,'1',0.663963924912015,0.72679890055558,'2',-1.12793686585675,-1.13049901185662,'4','3','2','1',-0.508251622015523,-0.114649723993434,-0.763820081931383,'4',-1.33038619777911,1.02816281964852,'3','3','2',-1.20921395189465,'3',-0.421639618694122,-0.409066255053372,1.03232226373277,'2','5','1','2',1.42255420668302,-0.0263952483533416,-0.12555693505962,1.00702464226899,-0.772940501516445,'3',1.19577872773985,'1',0.224846556846379,'2','1',0.369668383404594,0.488990658134041,0.186336328095629,-1.27580940422921,-0.807647163703167,1.12226880466678,0.825675460607345,-0.253122668270997,-0.893431865990192,'3',1.08675124672176,'3',1.13772172423223,'3','2',-0.483069978366643,-1.08239641108312,-0.486228735346839,0.807800310410481,'3','1',1.18439577183848,'2','2',-1.06426150908833,0.0230076695529148,'3','2','5','1','1','class3'
1.06940389929553,-1.46190292708564,'4','4',-1.47707042169408,'1',-0.967527132903633,0.479996439544732,'2',-1.44754748821135,-0.854731781785788,'2','2','3','3',-1.69514069805911,0.917481212096476,0.736042796961917,'2',1.28528857650747,-1.21756702852225,0.635919694788521,-1.14901586914008,-0.765576402979017,'3',-1.00060014017209,1.28447042974935,1.49344488630464,1.0634828106075,1.00689086474437,'2',1.01861216573554,-1.00081490331411,'3',0.0137183320238758,1.86808525523909,'3','3','5','2',1.31213384365612,-1.62482041057831,-1.45921345586745,'1',-0.0808829392342591,1.02816281964852,'5','1','3',-1.20921395189465,'3',-0.421639618694122,1.12092215113861,1.03232226373277,'2','2','3','1',2.29423042643621,-1.13382186277217,2.03628171816341,-0.992627149369195,-0.877884568672802,'3',1.19577872773985,'2',1.88969589583472,'3','2',0.821483144955792,1.38655060331399,-0.0259552733932121,0.530546924321099,-0.669855226416998,1.12226880466678,-1.44104463110557,-0.427931140833838,0.923964118530134,'1',-0.919805708082084,'4',0.945722877230961,'1','1',-0.500608098406093,-0.578410247234346,1.28316258687601,-0.653251760318335,'3','3',-1.31327561542107,'1','1',-1.06426150908833,0.368448224138459,'1','3','3','1','5','class2'
1.06940389929553,-0.709275802350446,'6','3',0.313430502527426,'2',-0.967527132903633,1.48839232094122,'2',1.28298726067827,-0.981776070698293,'1','2','2','2',-0.744014674080362,0.290661840819196,-0.857207885605138,'2',0.353190574805074,-0.436875166171488,1.16953621000202,1.53231163599982,1.38170221420222,'1',-1.00060014017209,1.3174025290876,-0.583091384975448,1.2403702745321,-1.22750105835498,'1',-1.81857376085263,1.01473453453387,'3',0.238817182971017,0.136144342347602,'4','1','1','2',-1.41844435485135,-0.390436562223669,0.626966665940764,'1',-0.151609538774532,0.236781339007726,'1','3','6',1.28916198177199,'1',0.498970902472085,-0.614709858036166,1.03232226373277,'4','4','3','1',-0.0676248798104019,2.09640488659055,-1.6957926831807,-0.992627149369195,0.793147885278428,'3',1.19577872773985,'1',0.684736126033621,'2','2',0.240578451532824,0.488990658134041,0.480805323709181,0.88178287709477,-1.04794285921441,-1.29537187751069,0.258995437679117,0.912267148814614,0.318165457023358,'2',1.08675124672176,'1',-1.41669771848026,'1','2',2.70886786881346,1.57150541374082,-0.486228735346839,0.846249049113871,'1','3',-1.31327561542107,'1','2',0.939242837839999,-1.15946192114376,'5','1','1','1','5','class2'
1.06940389929553,0.0433513223847483,'3','2',0.446060200617908,'1',-0.967527132903633,1.48839232094122,'4',-0.537369238581481,0.692942661574399,'2','2','3','2',-1.32932299652882,0.922229843697061,-0.0118095642430282,'1',-0.0196486258758858,1.30606480558836,-0.653653550310783,-0.177034648526862,0.665942675141808,'1',0.999000459692201,-1.05370862326637,0.801266129211274,-0.61694809667623,-0.313431635268879,'2',0.465360910050843,1.09700185852766,'2',-1.20181546309068,-1.23389846934268,'3','2','5','2',-1.41844435485135,-0.145081375108495,-0.0684267079953088,'5',-0.976753200077738,1.02816281964852,'1','2','6',0.0399740149386625,'1',0.498970902472085,1.24430831292829,-0.968302278385,'1','4','3','3',1.85486079792692,-1.69171940152221,-0.225078919095462,-0.992627149369195,-0.829448845369868,'3',-1.29024773325776,'2',1.7886347538514,'4','3',-1.45372690428416,-0.408569287045914,0.517328609986832,0.530546924321099,-1.03562000303435,-1.29537187751069,-0.421020589834756,-0.719278595105241,-1.49923052749696,'4',-0.919805708082084,'3',0.803810685969156,'3','2',0.376297903566464,0.225415786245983,-0.486228735346839,-0.159826280291498,'6','2',-1.31327561542107,'1','2',0.939242837839999,-1.03324325696827,'4','2','3','2','5','class1'
-0.934726346760556,-1.46190292708564,'6','4',1.10920869107032,'3',-0.967527132903633,1.48839232094122,'4',0.372809011048399,-0.466869053707253,'1','2','4','3',-0.817178214386419,-1.20515711336522,-0.727146605395582,'2',-0.485697626727086,-0.854454534405618,1.19177023146925,1.16362910404309,0.665942675141808,'2',-1.00060014017209,1.20214018140372,0.801266129211274,0.709707882758297,-0.239567439463942,'2',0.380245332253198,-1.1653495513017,'5',0.0945230477484903,0.0456698170473008,'2','4','3','2',1.31213384365612,-0.19833676455985,-1.45921345586745,'2',-0.387364870575449,-1.34598162227386,'1','3','1',0.0399740149386625,'5',1.4195814236383,0.915278548155816,-0.968302278385,'4','2','1','1',-1.44771800616735,0.107500160946667,-1.28111774969802,1.00702464226899,-0.789085742617423,'4',1.19577872773985,'1',0.00758555930329514,'4','1',-1.46986314576813,-1.30612923222587,-0.827184866109159,-0.974750016137493,0.648690384849843,-1.29537187751069,1.39235548353557,0.737458676251774,0.923964118530134,'4',-0.919805708082084,'3',1.09598284444934,'1','1',-0.430455618248289,-0.993082407363087,-1.37092439645826,1.90999748657432,'5','3',-1.31327561542107,'1','1',0.939242837839999,-1.39529153052427,'5','2','2','1','1','class2'
1.06940389929553,-1.46190292708564,'1','3',-0.217088289834499,'3',-0.967527132903633,-0.528399441851764,'2',-1.44754748821135,-0.876712767748546,'3','2','4','4',0.572929051428676,0.718038684871886,0.248312996176084,'1',0.726029775486034,0.97926356088339,-1.1205680011226,-1.55121499491106,-1.48133594203943,'1',0.999000459692201,-1.99227345440648,-1.27527014206881,1.0634828106075,0.323647053548703,'2',-1.56322702745969,1.09700185852766,'5',-1.20296981617246,1.79484397285313,'2','4','4','1',-1.41844435485135,2.057409374344,-0.763820081931383,'4',2.18236824605453,0.236781339007726,'3','1','6',1.28916198177199,'2',-1.34225013986034,0.0598011597473962,1.03232226373277,'2','4','1','1',0.356279132617774,-0.00965832219084042,-0.0260349510237764,1.00702464226899,1.56004683757489,'3',-1.29024773325776,'1',-0.955154793274625,'1','2',0.176033485596939,-1.30612923222587,1.51030545566044,1.3835485239143,0.104244193621564,-1.29537187751069,1.50569148812122,1.61150103906599,-0.893431865990192,'3',1.08675124672176,'1',0.97076620510069,'2','2',2.35810546802444,-0.629446820788653,1.28316258687601,-0.416151204980764,'4','2',1.18439577183848,'1','1',-1.06426150908833,0.657422534224444,'5','2','6','2','3','class1'
-0.934726346760556,1.54860557185513,'6','1',-1.47707042169408,'2',-0.967527132903633,-0.528399441851764,'4',0.372809011048399,0.101780021474672,'1','1','2','6',0.572929051428676,-0.412135636067452,0.150767036018917,'1',-1.60421522876997,-0.872610159111451,1.28070631733817,0.493297227758113,-0.765576402979017,'2',0.999000459692201,-0.823183927898619,0.109087372117913,-1.76671661218615,-0.285732561842028,'1',0.210014176657908,-1.57668617127068,'6',1.87915291218069,-1.16496549768531,'2','3','2','1',-0.508251622015523,0.182058874378405,-0.763820081931383,'5',-0.222336138314807,-1.34598162227386,'4','2','3',0.0399740149386625,'2',-1.34225013986034,-1.4126070376094,-0.968302278385,'1','4','2','2',-0.394716571100859,2.23866875897181,-0.0315639501368788,-0.992627149369195,1.02725388124261,'5',-0.0472345027589541,'1',0.800117672751417,'2','4',0.272850934500767,-1.30612923222587,-0.213137115566168,0.179310971547427,0.985888540322501,-0.086551536421952,-1.10103661734863,-0.0783141957081573,0.318165457023358,'1',-0.919805708082084,'3',1.09598284444934,'2','1',1.67411878648585,1.32908168935786,1.28316258687601,-0.601986775380481,'2','1',-0.0644399217912979,'1','2',-1.06426150908833,0.943075300516336,'2','2','5','2','5','class2'
-0.934726346760556,1.54860557185513,'4','4',1.2418383891608,'2',1.03314932057783,-1.53679532324825,'1',1.28298726067827,-0.973012726074374,'2','1','1','2',-0.963505294998535,-1.70851206302728,1.38634919800969,'2',0.632819975315794,-0.455030790877321,1.05836610266588,-0.24406783615536,-1.48133594203943,'1',0.999000459692201,0.625828442984358,-0.583091384975448,1.1519265425698,1.00689086474437,'2',0.59303427674731,-0.959681241317217,'3',-1.18680887302754,-1.30713975172864,'1','1','3','2',-0.508251622015523,-0.139375440524421,0.626966665940764,'4',0.791411788429129,-1.34598162227386,'1','2','2',0.0399740149386625,'5',-0.421639618694122,1.31011426588278,1.03232226373277,'1','4','3','3',-0.182216570616181,-0.0124478098845906,-1.2479437550194,1.00702464226899,-0.22400230408319,'3',-0.0472345027589541,'2',0.586129910576214,'4','4',0.272850934500767,0.488990658134041,0.884844178155684,-0.573337498681869,1.52249291398165,-1.29537187751069,-0.421020589834756,-0.661009104250964,-0.287633204483417,'5',1.08675124672176,'2',0.995809532970421,'2','2',-0.483069978366643,-0.572030675540058,-1.37092439645826,-0.800638592014662,'5','1',-0.0644399217912979,'2','1',-1.06426150908833,1.73028117971609,'3','1','5','2','5','class2'
