@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute Class {'1','2','3','4','5'}
@data
-0.289981320651356,-0.726603002106012,-0.241521845335041,-0.403873931174909,0.222775472618992,-0.738967415825787,-0.0554240389278013,-0.27889663967174,-0.384413158896348,-0.607071317481692,'1'
-0.237495750159819,-0.726603002106012,-0.2400866980181,-0.411424293338612,0.395108726728643,0.576326177224965,-0.0371507421962415,-0.275765692923327,-0.377011203629798,-0.613025880332314,'1'
-0.237495750159819,-0.630993409048707,-0.226555309029789,-0.352025950651622,-0.448729965808266,-0.245732318431756,-0.0252083514189229,-0.265590115990982,-0.354276626739679,-0.601116754631071,'1'
-0.289981320651356,-0.726603002106012,-0.241521845335041,-0.403873931174909,0.0504422185093423,-0.233988625636659,-0.0266471936812505,-0.279679376358843,-0.382827025624945,-0.624935006033559,'1'
-0.237495750159819,-0.761370126854122,-0.245007203104758,-0.433038420219257,0.817028072997098,0.946252500270488,-0.0565751127376633,-0.282810323107257,-0.387585425439155,-0.618980443182936,'1'
-0.289981320651356,-0.717911220918984,-0.240496740108655,-0.397392933609498,1.11415437318615,1.27507589853318,-0.0538413124392409,-0.272634746174913,-0.375425070358394,-0.589207628929827,'1'
-0.237495750159819,-0.752678345667095,-0.243777076833093,-0.427626787252139,0.32379841468327,-0.439503249550839,-0.0529780070818444,-0.282027586420154,-0.387585425439155,-0.618980443182936,'1'
-0.289981320651356,-0.735294783293039,-0.242546950561429,-0.410354928740319,-0.175373769634337,-2.64144564863134,0.0549351625927212,-0.282027586420154,-0.391286403072431,-0.636844131734802,'1'
-0.289981320651356,-0.743986564480067,-0.243572055787816,-0.41683592630573,0.222775472618992,-1.54341037228986,0.0549351625927212,-0.282027586420154,-0.389700269801027,-0.636844131734802,'1'
-0.289981320651356,-0.726603002106012,-0.241521845335041,-0.403873931174909,0.733832708944163,0.770097108344049,0.033352528657808,-0.27654842961043,-0.379654759082138,-0.630889568884181,'1'
-0.289981320651356,-0.77006190804115,-0.246647371466978,-0.436278919001963,2.59978587413142,1.27507589853318,0.0261583173461703,-0.283593059794361,-0.391286403072431,-0.636844131734802,'1'
-0.289981320651356,-0.761370126854122,-0.24562226624059,-0.429797921436551,1.01313143112187,-0.292707089612139,0.0261583173461703,-0.283593059794361,-0.390757691981964,-0.636844131734802,'1'
-0.289981320651356,-0.735294783293039,-0.242546950561429,-0.410354928740319,0.418878830743768,-0.292707089612139,0.0981004304625473,-0.279679376358843,-0.384941869986817,-0.636844131734802,'1'
-0.289981320651356,-0.726603002106012,-0.241521845335041,-0.403873931174909,0.395108726728643,0.435401863683813,-0.0170069505236559,-0.278113902984636,-0.380712181263073,-0.624935006033559,'1'
-0.237495750159819,-0.726603002106012,-0.2400866980181,-0.411424293338612,0.252488102637899,0.576326177224965,-0.0277982674911124,-0.27654842961043,-0.377011203629798,-0.618980443182936,'1'
-0.289981320651356,-0.717911220918984,-0.240496740108655,-0.397392933609498,0.0742123225244665,-1.80764346017952,0.126877275709098,-0.278113902984636,-0.38652800325822,-0.636844131734802,'1'
-0.237495750159819,-0.726603002106012,-0.2400866980181,-0.411424293338612,0.252488102637899,0.993227271450872,-0.0277982674911124,-0.27654842961043,-0.375425070358394,-0.618980443182936,'1'
-0.289981320651356,-0.62230162786168,-0.229220582618396,-0.326101960389979,-0.775568896016224,-2.24803193999562,-0.00981273921201825,-0.272634746174913,-0.376482492539331,-0.618980443182936,'1'
-0.289981320651356,-0.743986564480067,-0.243572055787816,-0.41683592630573,0.222775472618992,-1.30853651638794,-0.0170069505236559,-0.282027586420154,-0.38917155871056,-0.630889568884181,'1'
-0.342466891142892,-0.735294783293039,-0.243777076833093,-0.400633432392204,0.32379841468327,-1.66084730024082,0.0549351625927212,-0.282027586420154,-0.390228980891495,-0.636844131734802,'1'
-0.342466891142892,-0.735294783293039,-0.243777076833093,-0.400633432392204,0.567441980838294,0.0537318478431929,-0.00981273921201825,-0.28124484973305,-0.38652800325822,-0.630889568884181,'1'
-0.342466891142892,-0.630993409048707,-0.233936066659776,-0.303418468911042,-0.668603427948165,-1.49643560110947,-0.0519708174982152,-0.275765692923327,-0.376482492539331,-0.601116754631071,'1'
-0.237495750159819,-0.726603002106012,-0.2400866980181,-0.411424293338612,-0.0327531455435925,-1.37899867315852,0.0189641060345326,-0.278113902984636,-0.384413158896348,-0.630889568884181,'1'
-0.289981320651356,-0.726603002106012,-0.241521845335041,-0.403873931174909,0.395108726728643,0.605685409212705,-0.0529780070818444,-0.278113902984636,-0.380183470172606,-0.607071317481692,'1'
-0.289981320651356,-0.752678345667095,-0.244597161014203,-0.423316923871141,0.817028072997098,0.100706619023577,0.0549351625927212,-0.282027586420154,-0.388114136529624,-0.636844131734802,'1'
0.129903243280941,-0.570150940739514,-0.182065742204587,-0.386926122541359,-0.763683844008661,-2.91742242931609,0.067309206048738,-0.230366965071329,-0.347403382563596,-0.601116754631071,'1'
0.129903243280941,-0.570150940739514,-0.182065742204587,-0.386926122541359,-0.0684083015662789,-0.603914948682182,-0.00261852790038051,-0.200622970961401,-0.279728362983705,-0.529662000423608,'1'
-0.185010179668282,-0.648376971422762,-0.22573522484868,-0.375163111960139,-0.24668408167971,-0.821173265391459,-0.0519708174982152,-0.261676432555465,-0.358506315463422,-0.559434814676717,'1'
-0.185010179668282,0.107807991848644,-0.100877408274724,0.0275660767544855,-0.401189757778018,-0.539324638309155,-0.0636254398230682,-0.123132038938165,-0.133275390924099,0.0777034103398307,'1'
0.0249321022978667,-0.709219439731957,-0.228400498437286,-0.422733634090254,-0.115948509596527,-0.920994654149775,-0.0400284267208966,-0.263241905929672,-0.363793426368101,-0.583253066079205,'1'
0.0249321022978667,-0.717911220918984,-0.230655729935338,-0.425682487982516,1.29243015329958,1.27507589853318,-0.0155681082613284,-0.249935382248915,-0.350046938015935,-0.583253066079205,'1'
0.0249321022978667,-0.717911220918984,-0.230655729935338,-0.425682487982516,0.276258206653022,-1.79589976738443,0.429034150797882,-0.261676432555465,-0.374367648177459,-0.636844131734802,'1'
0.0249321022978667,-0.717911220918984,-0.230655729935338,-0.425682487982516,1.42316572538277,1.27507589853318,-0.00420125438894081,-0.248369908874708,-0.350046938015935,-0.589207628929827,'1'
0.0249321022978667,-0.483233128869237,-0.169764479487941,-0.346128242867099,0.115810004550934,-0.738967415825787,-0.000748032959354707,-0.174792660286988,-0.262809608088733,-0.499889186170498,'1'
-0.39495246163443,0.19472580371892,-0.179195447570703,0.771357762348852,0.282200732656804,-1.82525899937216,0.111050010823495,-0.181054553783816,-0.311979739502247,-0.583253066079205,'2'
-0.39495246163443,-0.274630380380573,-0.212408856905647,0.188067981461883,0.668464922902572,-1.80764346017952,1.11967843671511,-0.224105071574502,-0.352161782377807,-0.636844131734802,'2'
-0.447438032125967,-0.613609846674652,-0.240496740108655,-0.125191035862246,1.85697012365878,-0.633274180669923,0.299538347188403,-0.268721062739395,-0.382298314534477,-0.636844131734802,'2'
-0.447438032125967,0.0904244294745879,-0.207283330773711,1.18721097113343,1.05472911314834,-0.233988625636659,0.067884742953669,-0.204536654396918,-0.317266850406927,-0.583253066079205,'2'
-0.0275534681936704,-0.457157785308154,-0.170789584714328,-0.326101960389979,0.3772811487173,0.963868039463132,-0.0440571850554137,-0.163051609980438,-0.206237521408668,-0.333161426353083,'1'
-0.0800390386852075,-0.604918065487625,-0.209948604362318,-0.373640077532267,0.395108726728643,-0.0637050801077671,-0.0457837957702067,-0.226453281635813,-0.319381694768797,-0.482025497618632,'1'
-0.0800390386852075,-0.465849566495181,-0.180425573842367,-0.316024009175766,1.00718890511809,0.7642252619465,-0.0426183427930862,-0.151310559673887,-0.235845342474871,-0.315297737801217,'1'
-0.0275534681936704,0.064349085913505,-0.0477769575478696,-0.131672033427657,0.0979824265395907,0.306221242937756,-0.0570067654163616,0.000540357624171247,0.0359121580256269,0.35161330146844,'1'
-0.0800390386852075,-0.352856411063822,-0.156438111544908,-0.269198801765673,0.793257968981973,1.02845834983616,-0.0502442067834221,-0.115304672067131,-0.168699033985448,-0.148569977983803,'1'
-0.342466891142892,0.898760079868159,-0.0896012507844655,1.12240099547933,-0.591350589899012,-2.99375643248422,0.400257305551331,-0.130176669122095,-0.284486762797917,-0.607071317481692,'2'
-0.447438032125967,-0.630993409048707,-0.241316824289765,-0.1575960236893,1.80942991562854,-0.521709099116511,0.256373079318577,-0.271069272800706,-0.383355736715413,-0.636844131734802,'2'
-0.447438032125967,-0.596226284300597,-0.239676655927545,-0.0927860480351923,2.30265957394236,-0.192885700853824,0.385868882928056,-0.264024642616775,-0.37912604799167,-0.636844131734802,'2'
-0.447438032125967,-0.630993409048707,-0.241316824289765,-0.1575960236893,2.6354410301541,0.294477550142661,0.328315192434954,-0.267155589365189,-0.380712181263073,-0.636844131734802,'2'
-0.447438032125967,-0.596226284300597,-0.239676655927545,-0.0927860480351923,2.03524590377221,0.476504788466648,0.134071487020736,-0.265590115990982,-0.376482492539331,-0.630889568884181,'2'
-0.0275534681936704,-0.21378791207138,-0.113383692036648,-0.235367994474229,-0.531925329861201,-0.715480030235594,-0.0610355237508786,-0.148962349612577,-0.166055478533109,-0.0890243494775836,'1'
-0.0800390386852075,-0.00518516358271628,-0.0826305352450329,-0.125191035862246,-0.609178167910354,0.0185007694579049,-0.0575823023212926,-0.124697512312372,-0.0597845493490618,-0.0652060980750958,'1'
-0.0800390386852075,-0.596226284300597,-0.208103414954821,-0.370043123883464,-0.442787439804486,0.206399854179441,-0.0532657755343099,-0.245238962126294,-0.310922317321311,-0.50584374902112,'1'
-0.0800390386852075,0.012198398791339,-0.0789401564300391,-0.11799712856464,-0.454672491812047,0.599813562815157,-0.0611794079771115,-0.104346358447683,-0.00902828466414405,0.0896125360410746,'1'
-0.0800390386852075,-0.683144096170873,-0.226555309029789,-0.406045065359322,0.484246616785359,1.16351081697977,-0.064344860954232,-0.252283592310225,-0.340530138387514,-0.476070934768009,'1'
-0.0800390386852075,-0.344164629876795,-0.154592922137411,-0.26560184811687,-0.395247231774236,0.0185007694579049,-0.0552801547015685,-0.183402763845126,-0.205708810318201,-0.297434049249352,'1'
-0.0800390386852075,-0.491924910056265,-0.185961142064858,-0.326814870122175,-0.252626607683492,0.605685409212705,-0.0665031243477233,-0.213146757955055,-0.253292808460311,-0.267661234996242,'1'
-0.0800390386852075,-0.0921029754529928,-0.101082429320002,-0.161192977338103,-0.175373769634337,0.55871063803232,-0.0598844499410167,-0.101998148386373,-0.0624281048014013,0.0657942846385868,'1'
-0.132524609176744,0.038273742352422,-0.0928815875089044,-0.0644316836865202,-0.35364954974777,0.905149575487652,-0.0634815555968355,-0.109825515257408,-0.0201312175639698,0.131294475995428,'1'
0.0249321022978667,0.0730408671005326,-0.0254296636126297,-0.1575960236893,-0.787453948023786,-1.06779081408847,-0.0581578392262236,-0.0941707815153393,-0.0507964608111076,0.0538851589373429,'1'
-0.0275534681936704,-0.683144096170873,-0.22409505648646,-0.410354928740319,0.0266721144942181,1.27507589853318,-0.0646326294066975,-0.255414539058638,-0.333128183120963,-0.487980060469254,'1'
-0.0275534681936704,-0.32678106750274,-0.140036427922713,-0.277494478649399,-0.407132283781799,0.212271700576988,-0.06319378714437,-0.167748030103058,-0.167112900714044,-0.124751726581315,'1'
-0.0800390386852075,0.012198398791339,-0.0789401564300391,-0.11799712856464,-0.419017335789361,0.35319601411814,-0.0594527972623184,-0.100432675012166,-0.0275331728305203,0.0598397217879649,'1'
0.0249321022978667,-0.0486440695178545,-0.057002904585354,-0.198847573193139,-0.627005745921697,0.652660180393088,-0.064920397859163,-0.101998148386373,0.045428957654049,0.214658355904135,'1'
