@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute Class {'1','2','3'}
@data
-1.41308173861246,-1.41308173861246,-1.41308173861246,-1.41308173861246,'2'
-1.41308173861246,-1.41308173861246,-1.41308173861246,-0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,-1.41308173861246,0,'3'
-1.41308173861246,-1.41308173861246,-1.41308173861246,0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,-1.41308173861246,1.41308173861246,'3'
-1.41308173861246,-1.41308173861246,-0.706540869306225,-1.41308173861246,'3'
-1.41308173861246,-1.41308173861246,-0.706540869306225,-0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,-0.706540869306225,0,'3'
-1.41308173861246,-1.41308173861246,-0.706540869306225,0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,-0.706540869306225,1.41308173861246,'3'
-1.41308173861246,-1.41308173861246,0,-1.41308173861246,'3'
-1.41308173861246,-1.41308173861246,0,-0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,0,0,'3'
-1.41308173861246,-1.41308173861246,0,0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,0,1.41308173861246,'3'
-1.41308173861246,-1.41308173861246,0.706540869306225,-1.41308173861246,'3'
-1.41308173861246,-1.41308173861246,0.706540869306225,-0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,0.706540869306225,0,'3'
-1.41308173861246,-1.41308173861246,0.706540869306225,0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,0.706540869306225,1.41308173861246,'3'
-1.41308173861246,-1.41308173861246,1.41308173861246,-1.41308173861246,'3'
-1.41308173861246,-1.41308173861246,1.41308173861246,-0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,1.41308173861246,0,'3'
-1.41308173861246,-1.41308173861246,1.41308173861246,0.706540869306225,'3'
-1.41308173861246,-1.41308173861246,1.41308173861246,1.41308173861246,'3'
-1.41308173861246,-0.706540869306225,-1.41308173861246,-1.41308173861246,'1'
-1.41308173861246,-0.706540869306225,-1.41308173861246,-0.706540869306225,'2'
-1.41308173861246,-0.706540869306225,-1.41308173861246,0,'3'
-1.41308173861246,-0.706540869306225,-1.41308173861246,0.706540869306225,'3'
-1.41308173861246,-0.706540869306225,-1.41308173861246,1.41308173861246,'3'
-1.41308173861246,-0.706540869306225,-0.706540869306225,-1.41308173861246,'2'
-1.41308173861246,-0.706540869306225,-0.706540869306225,-0.706540869306225,'3'
-1.41308173861246,-0.706540869306225,-0.706540869306225,0,'3'
-1.41308173861246,-0.706540869306225,-0.706540869306225,0.706540869306225,'3'
-1.41308173861246,-0.706540869306225,-0.706540869306225,1.41308173861246,'3'
-1.41308173861246,-0.706540869306225,0,-1.41308173861246,'3'
-1.41308173861246,-0.706540869306225,0,-0.706540869306225,'3'
-1.41308173861246,-0.706540869306225,0,0,'3'
-1.41308173861246,-0.706540869306225,0,0.706540869306225,'3'
-1.41308173861246,-0.706540869306225,0,1.41308173861246,'3'
-1.41308173861246,-0.706540869306225,0.706540869306225,-1.41308173861246,'3'
-1.41308173861246,-0.706540869306225,0.706540869306225,-0.706540869306225,'3'
-1.41308173861246,-0.706540869306225,0.706540869306225,0,'3'
-1.41308173861246,-0.706540869306225,0.706540869306225,0.706540869306225,'3'
-1.41308173861246,-0.706540869306225,0.706540869306225,1.41308173861246,'3'
-1.41308173861246,-0.706540869306225,1.41308173861246,-1.41308173861246,'3'
-1.41308173861246,-0.706540869306225,1.41308173861246,-0.706540869306225,'3'
-1.41308173861246,-0.706540869306225,1.41308173861246,0,'3'
-1.41308173861246,-0.706540869306225,1.41308173861246,0.706540869306225,'3'
-1.41308173861246,-0.706540869306225,1.41308173861246,1.41308173861246,'3'
-1.41308173861246,0,-1.41308173861246,-1.41308173861246,'1'
-1.41308173861246,0,-1.41308173861246,-0.706540869306225,'1'
-1.41308173861246,0,-1.41308173861246,0,'2'
-1.41308173861246,0,-1.41308173861246,0.706540869306225,'3'
-1.41308173861246,0,-1.41308173861246,1.41308173861246,'3'
-1.41308173861246,0,-0.706540869306225,-1.41308173861246,'1'
-1.41308173861246,0,-0.706540869306225,-0.706540869306225,'3'
-1.41308173861246,0,-0.706540869306225,0,'3'
